id	date	party	text
7267	2016-10-05	v	röda korse skrift fokus barnen årspresentation aktuell debatt migr anthälsa ”m ånga undersökningar generationen utsträckning ärare föräldrars trauma 
7268	2016-10-05	v	röda orsets behandlingscenter genomsnittlig väntetid behandling behandling söker vård tillgången traumabehandling 
7269	2016-10-05	v	röster omvärlden sveriges_gränser flyr 
7270	2016-10-05	v	saco rapport räknat_ut kostar kronor utbilda akademiker grunden 
7271	2016-10-05	v	samarbetsformen okänd landsting upphandla samarbetet röda orset lou. regeringen återkomma förslag samarbetsformen förs tärkas spridas föredöme landstingen riksdagen ställa_sig regeringen 
7272	2016-10-05	v	samhälle fritt diskriminering diskriminering trukturell problem hindrar delaktiga samhället fullt_ut 
7273	2016-10-05	v	sammantaget behövs specialister traumabehandling kompetensen spridas 
7274	2016-10-05	v	sammantaget svenskklingande namn chan intervju mellanöstern- nordafrikanskklingande namn studier skillnaden 
7275	2016-10-05	v	satsning arbetsförmedlingen kompetenskartläggning beslutades vårändringsbudgeten förslag vänsterpartiet regeringen avsatte resurser nationell ideella anisationer budgeten vänsterpartiet välkomna 
7276	2016-10-05	v	satsningar kartlägga nyanländas hälsotillstånd prestationsförmåga anpassa etableringsplaner faktorer 
7277	2016-10-05	v	satsningar välkomna vänsterpartiet göras utmaningar kvarstår 
7278	2016-10-05	v	satsningen avsätta resurser kommuner ansöka spåret utformas 
7279	2016-10-05	v	satsningen möjliggör insatser språkträning asylboenden sysselsättning inkludering lokalsamhället 
7280	2016-10-05	v	satsningen planerad t.o.m. deltagande myndig heter arbetsförmedlingen migrationsverket satsningen förbättringsbehov myndigheter 
7281	2016-10-05	v	segregatio påverkat skola kvalitet tillgången tillräcklig vård 
7282	2016-10-05	v	situationen pressad boendevillkor möjligheter arbetsmarknaden 
7283	2016-10-05	v	skammen vilar tungt förföljda trygghet politisk dragkamp agera tillfällen utfallet livsavgörande definierande samhälle blåser rasistisk vindar europa vänsterpartiet europa 
7284	2016-10-05	v	skapa likvärdig undervisning effektivt utnyttjande skola resurser skolplaceringar grundskola utgå upptagningsområden elev placeras kommunal skola 
7285	2016-10-05	v	skapar moment västerpartiet problem åtgärdas föreslår översyn möjligheter asylsökande samordningsnummer inlämnad asylansökan 
7286	2016-10-05	v	skapar motsägelsefullhet individen ställs behovet arbetslivet ställs behovet skaffa fullgoda kunskaper svenska klara arbetslivet samhällets krav 
7287	2016-10-05	v	skapar obalan kommuner planera introduktionen 
7288	2016-10-05	v	skapar orimlig situation asylsökandes trygghet finna_sig till_rätta samhället hamnar rummet lagen offentlig upphandling privata företags intressen 
7289	2016-10-05	v	skapas flexib lösning efterhand ”rätta matchningen arbete överkvalificerade 
7290	2016-10-05	v	skattemedel användas verksamhet avsedda incitament bedriva verksamheten mål elevers kunskap 
7291	2016-10-05	v	skillnader elevers kunskaper grundar_sig socioekonomisk olikheter förskola skola 
7292	2016-10-05	v	skillnader skolresultat skola kompenserar sociala skillnader bakgrundsfaktorer elever undervisningen anpassas elever elevers bakgrund delvis behov behov tillfredsställas utsträckning 
7293	2016-10-05	v	skillnader resultat socioekonomisk faktorer skillnader resultat skola land skola genomgått förändringar 
7294	2016-10-05	v	skillnader samhället skapas klassamhället upprätthålls rasismen förstärks 
7295	2016-10-05	v	skola central barns välbefinnande hälsotillstånd 
7296	2016-10-05	v	skola nyanlända flerspråkiga elever kunskaper vidtas övergripande åtgärder skolpolitiken genomföras förbättringar insatser riktas elever 
7297	2016-10-05	v	skola resurser fördelas annorlunda skola behov resurser 
7298	2016-10-05	v	skola synliggörs elever välbefinnande tecken stress påtagliga 
7299	2016-10-05	v	skolinspektionen konstaterat skola erbjuder studiehandledning utgår eleven behov skola rutiner 
7300	2016-10-05	v	skolinspektionen granskningar skola studiehandledning stödform 
7301	2016-10-05	v	skolkommissionen delbetänkande ökade resultatskillnader skola elever likartad familjebakgrund utsträckning tenderar samlas skola oroande 
7302	2016-10-05	v	skollage tbildningen skolväsendet likvärdig skolform fritidshemmet anordnas 
7303	2016-10-05	v	skolplacering meddelats möjlighet föräldrar elever alternativa önskemål önskemål motiveras 
7304	2016-10-05	v	skolpolitiken tydlig utgångspunkt elever likvärdiga lärande pappret skolvalet ser_ut leder 
7305	2016-10-05	v	skolvalets segregerande effekter upphöra antagningsregler friskola förändras 
7306	2016-10-05	v	skolverket organisationen ekonomisk samarbete utveckling oecd kunskapsskillnader skola ökat drastisk 
7307	2016-10-05	v	skolverket rapporten likvärdig utbildning svensk grundskola mellanskolsvariationen mått används beskriva resultaten skiljer_sig skola internationellt_perspektiv nivå fördubblats 1990-talet 
7308	2016-10-05	v	skolverket uppdrag skyndsamt ta_fram rekommendationer skolhuvudmännen underlätta anställning studiehandledare modersmål modersmålslärare riksdagen ställa_sig tillkännage regeringen 
7309	2016-10-05	v	skydd undan krig förtryck skydd 
7310	2016-10-05	v	skäliga löner arbetsvillkor fungerande kollektivavtal centrala jobbskapande insatser 
7311	2016-10-05	v	skärp straffen diskriminering disk riminering upptäcka bevisa 
7312	2016-10-05	v	slopa 24-månadersgränsen etableringsinsatser försöken begränsa etableringstiden tanken alliansregeringen etableringsreform innebära långsiktiga åtgärder arbetsförmedlingen prioriterats_bort kortsiktiga 
7313	2016-10-05	v	slopandet bostadsersättningen emellertid minskat asylsökande väljer boendeform 
7314	2016-10-05	v	släktingar ensamkommande tar_emot barnet låter boendeformer grad likställas familjehemsplaceringar 
7315	2016-10-05	v	smidigare övergång beviljas asyl möjlighet stanna kommun placerats 
7316	2016-10-05	v	socialsekreterare kopplas team bedömning sköta administrationen 
7317	2016-10-05	v	socialstyrelsen tillsynsrapport landets -hem unga ensamma söka asyl genomsnittliga kvalitet hvb-hem 
7318	2016-10-05	v	spelar välutbildade lärare arbetsvillkor central 
7319	2016-10-05	v	spela ta_fram riktlinjer etableringen stärkas 
7320	2016-10-05	v	splittring drabbar mening ”nya levt generationer 
7321	2016-10-05	v	språk utöver majoritetsspråket fördel arbete företag myndigheter flerspråkiga anställda 
7322	2016-10-05	v	standarden grupphem/gruppboenden hvb-hem ensamkommande varier kraftigt missförhållanden rapporterats 
7323	2016-10-05	v	staten grad lämnat_ifrån_sig makten verktygen genomföra förbättringar skola 
7324	2016-10-05	v	statlig nivå ställts_upp höga mål likvärdig skola garanterar unga utbildning 
7325	2016-10-05	v	stoppa vinst erna flyktingmottagandet rapporter oseriösa företag tjänat pengar flyktingmottagandet avlöst 
7326	2016-10-05	v	storstadskommuner bostadssituationen rapporter trångboddhet områden nyanlända 
7327	2016-10-05	v	studiehandledningen sköts grad modersmålslärare kunskaper ämnen handledningen omfattar 
7328	2016-10-05	v	styrka investera samhället utbildning bostad hälsa jämlikhet utvecklas växer moder historia generationer utbildning jobb långsiktigt lönsamma satsningar lärdom ta_till_sig 
7329	2016-10-05	v	styrkt tvärkulturell kompeten flerspråkighet räknas merit offentliga anställningar riksdagen ställa_sig regeringen 
7330	2016-10-05	v	ständiga misstänkliggörandet flyktingar invandrare tjänar politisk syfte 
7331	2016-10-05	v	stärka asylsökandes möjligheter arbeta asyltiden tillträde arbetsförmedlingen tjänster 
7332	2016-10-05	v	stärka flyktingars möjligheter arbetsmarknaden fortsatta 
7333	2016-10-05	v	stärka kommuner arbete nyanländas etablering krävs kunskap tydligare politisk styrning 
7334	2016-10-05	v	stärka mottagandet krävs insatser 
7335	2016-10-05	v	stärk kompetensen asylboende jämställdhet integrera mottagningsprocessen ambitiöst tidskrävande arbete syftar långsiktig förändring 
7336	2016-10-05	v	stärk kompetensen elevhälsan flykt krig förtryck skola plats rota upprätta funge rande vardag 
7337	2016-10-05	v	stärk möjligheter skolestudier asylsökande studera högskola universitet uppehållstillstånd 
7338	2016-10-05	v	stärk vägen gymnasiekompeten skl:s rapport utbildning nyckeln arbete tydligt gymnasieutbildning förankring arbetsmarknaden 
7339	2016-10-05	v	stärk ätten arbeta asyltiden bestämmelse utlänningsföror dningen utlf migrationsverket möjlighet bevilja asylsökande undantag kravet arbetstillstånd 
7340	2016-10-05	v	stödet kommuner avseende beredskap mottagande verksamhet flyktingguide familjekontakter utvidga utöver nyanlända omfatta asylsökande 
7341	2016-10-05	v	svenska invandrare problem brister ser_ut 
7342	2016-10-05	v	svenska läros äten initierat projekt samarbeten underlätta nyanlända korta vägen arbetsmarknaden asylsökande uppehållstillstånd hamnar 
7343	2016-10-05	v	svenska_skola dras isär elever bakgrund samlas skola 
7344	2016-10-05	v	svenska_skola tilltagande segregering följer klassmönster etnisk perspektiv 
7345	2016-10-05	v	syften överordnade önskemål skolplacering närhetsprincipen 
7346	2016-10-05	v	syftet andemeningen internationell konventioner reglerar rätten asyl tillkom världskrigets fasor 
7347	2016-10-05	v	syftet föreslagna regeln röra_sig skenanställningar uppnås 
7348	2016-10-05	v	syftet pressa asylsökande välja_bort möjligheten boende 
7349	2016-10-05	v	syftet problem trångboddhet fastställa bestämt lägenheter personen riskera förlora hyreskontrakt tvekan situationen närmast ohållbar 
7350	2016-10-05	v	sysselsättning förbättrar hälsotillståndet påverkar situationen stämningen boendena ta_till_vara snabbare samhället arbetslivet lär_sig språket 
7351	2016-10-05	v	säkerställ värdiga oende ensamkommande flyktingbarn kommuner ansvarar mottagandet boendet omsorgen ensamkommande flyktingbarn 
7352	2016-10-05	v	sätter_upp svåra hinder anhöriginvandrat kvinnor språkkunskaper etablering försätter anhöriginvandring beroendeställning anknytningsperson 
7353	2016-10-05	v	sätter_upp svåra hinder människa fortsatta möjligheter 
7354	2016-10-05	v	söker_sig minskat avsevärt sannolikhet stängt europa eu-avtalet turkiet allvarligaste sökt asyl tillfälliga lagen motiverades asylsökande 
7355	2016-10-05	v	sökte_sig ökade kraftigt hösten behoven boende väntat 
7356	2016-10-05	v	sökt_sig enorm tillgång svenska_samhället 
7357	2016-10-05	v	tableringslagen omfatta uppehållstillstånd anknytning svensk medborgare 
7358	2016-10-05	v	tbildning utbildning central förutsättning arbete grunden samhället 
7359	2016-10-05	v	teamet socialsekreteraren kompetenser behövs socionomer 
7360	2016-10-05	v	tidiga utbildningsinsatser kostnadseffektiva yngre barnen insatser kompensatorisk effekt asylsökande nyanlända tillgång förskola 
7361	2016-10-05	v	tillfälliga lagen hindrar söka skydd 
7362	2016-10-05	v	tillfälliga lagen öppnar utnyttjande nyanlända bestämmelsen arbete vägen permanent uppehållstillstånd 
7363	2016-10-05	v	tillfälligt uppehållstillstånd arbete säkra vägen familjeåterförening 
7364	2016-10-05	v	tillgång belastning människas bidrag samhället avgöra hen värde 
7365	2016-10-05	v	tillåta omfattning kompletterande utbildningen tillåtet högskolepoäng kravet högskolepoäng examensarbetet understigas examensarbete utländska utbildningen 
7366	2016-10-05	v	trauman påverkar bär minnet upplevelser omgivning riskerar drabbas sekundärtraumatisering 
7367	2016-10-05	v	tryggt värdigt mottagande hösten sökte asyl ensamkommande belastning kommuner ansvaret 
7368	2016-10-05	v	trygg vardag vård stöd fungerande skolgång påbörja mottagandet bygga principen barnets uttrycka åsikter berör 
7369	2016-10-05	v	trädde nyanlända anvisas komm skifte jämnare fördelning åtgärdar ojä fördelningen 
7370	2016-10-05	v	tydliggör kommuner ansvar etableringen sökt asyl beviljas uppehållstillstånd bosätta_sig 
7371	2016-10-05	v	underlåtenhet anmäla användas instrument oseriösa arbetsgivare anledningar arbetskraft svag rättslig ställning anställda permanent uppehållstillstånd 
7372	2016-10-05	v	undersök möjligheter spår ensamkommande socialtjänsten tryck kommuner 
7373	2016-10-05	v	unga behov faller ansvaret socionomen 
7374	2016-10-05	v	uppgift upprätthålla rättigheter riskerar kränkas 
7375	2016-10-05	v	uppmärksammade utnyttjade arbetskraftsinvandrare belyser problem 
7376	2016-10-05	v	uppnå krävs satsning kompetenshöjning vård myndigheter behandling sättas 
7377	2016-10-05	v	upptagningsområdena baseras elev skola hemmet boendesegregation sträva sammansättning elever socioekonomisk bakgrund 
7378	2016-10-05	v	utbilda traumaspecialister flykt undan krig förtryck åren behoven specialister traumabehandling 
7379	2016-10-05	v	utbildningar tillgängliga asylsökande utbildningar rikstäckande 
7380	2016-10-05	v	utbildning nyckeln grupp arbetsmarknaden etablera samhället 
7381	2016-10-05	v	utgångspunkt inlärning utgörs kunskaper modersmålet modersmålsundervisningen stärkas 
7382	2016-10-05	v	utländsk utbildning möjlighet lärare skriande brist lärare åtgärder vidtas skapa vägar läraryrket 
7383	2016-10-05	v	utmaning sökt_sig undan krig förtryck möjligheter starta klara framgångsrika 
7384	2016-10-05	v	utredare lämna förslag regler offentliga_medel driften skattefinansierad välfärd utformas medlen brukar till_godo överskotten huvudregel återförs verksamheten beskriva påverkan reglering brukare anställda existerande aktörer stöd anpassa verksamhet förhållanden skattemedel verksamhet avsedda 
7385	2016-10-05	v	utredningen utbildning nyanlända presenterar slutbetänkande förslag utländsk akademisk examen förbättrade möjligheter komplettera utbildning söka_sig läraryrket 
7386	2016-10-05	v	uttalade syftet reformer decentralisera effektivisera 
7387	2016-10-05	v	utveckla omställningsorganisationer uppdrag omställningsorganisationer visat_sig framgångsrika arbetssökande relevanta jobb 
7388	2016-10-05	v	utveckla plattform arbetstagares rättigheter rättigheter tillgodoses kända 
7389	2016-10-05	v	utöka användning traumabehandling röda orset bedrivit behandlingscenter traumabehandling 80-talet behandlar 
7390	2016-10-05	v	utöka vägar permanent uppehållstillstånd vänsterpartiet stark motståndare lagen tillfälliga begränsningar möjligheter uppehållstillstånd 
7391	2016-10-05	v	utöver aktivt främjande åtgärder införas lagen 
7392	2016-10-05	v	validera person utländska examen komplettera utbildningen överbryggningsutbildning högskola universitet kostar bråkdel riksrevisionen slutsats 
7393	2016-10-05	v	valideringsperioden individen utbildningsbakgrund kartläggas utbildningen kompletteras individen erbjudas praktik få_in_en_fot bransch 
7394	2016-10-05	v	valideringsåret jobb matchar hen kvalifikationer möjlighet upplåta tjänst arbetslös 
7395	2016-10-05	v	valideringsår nyanlända jobb matchar kompeten möter svårigheter avancera jobb motsvarar kvalifikationer 
7396	2016-10-05	v	vinstdrivande friskola företrädare fristående skola brukar hävda aktiebolag driftsformen skola etableras välprövad företagsform klara regler 
7397	2016-10-05	v	vinster plockas_ut skolpeng undervisningen vinster förts_ut skatteparadis ökande skillnader skola skapat behov kontroll granskning 
7398	2016-10-05	v	visserligen bolagsformer tillåtna fristående skola krav offentliga_medel elever till_godo 
7399	2016-10-05	v	våren senterade regeringen lagförslag ambitionen anpassa svenska asylregler miniminivån eu-rätten rnationell konventioner syfte avskräcka söka asyl 
7400	2016-10-05	v	vägen övertyga stater välkomna nöd fulla ansvar 
7401	2016-10-05	v	välfungerande mottagande söker_sig trygghet verktyg etablera samhället bidra gemensamma fullt_ut 
7402	2016-10-05	v	välkommet regeringen överenskommelser vänsterpartiet studieförbunden folkhögskola bedriva svenskundervisning asylsökande 
7403	2016-10-05	v	vänsterpartiet akom migrationsöverenskommelsen regeringen röstade regeringen lagförslag politik regeringen borgerliga_partier driver bygger felaktig verklighetsbeskrivning skapar lidande enskilda sökte asyl 
7404	2016-10-05	v	vänsterpartiet asylsökande möjlighet läsa venska invandrare 
7405	2016-10-05	v	vänsterpartiet avskaffa fria skolvalet grundskola ta_bort möjligheten driva skola företag vinstintresse 
7406	2016-10-05	v	vänsterpartiet avvaktar yrkanden väntan utredn presenterar förslag 
7407	2016-10-05	v	vänsterpartiet behovet höja kvaliteten utbildningen säkerställa svenskundervisning kvalificerade lärare 
7408	2016-10-05	v	vänsterpartiet boenden uppfylla lägsta nivå 
7409	2016-10-05	v	vänsterpartiet bostadsort garanteras skola fritt skolval skolvalet förändras 
7410	2016-10-05	v	vänsterpartiet demokratisk fattade behovsbedömning grunden nyetablering skola skattemedel slösas_bort överetablering 
7411	2016-10-05	v	vänsterpartiet enhetliga nationell satsningar nyanlända svenska högskola svenska_språket nyckel samhället utrikesfödda pratar svenska arbete asylsökande sysslolösa asyltiden 
7412	2016-10-05	v	vänsterpartiet föreslår kommuner lever_upp bbic-konceptet arbetsbelastning riskera bbic-licensen 
7413	2016-10-05	v	vänsterpartiet föreslår åtgärder asylsökande arbete förstärka ojämlikheten arbetsmarknaden 
7414	2016-10-05	v	vänsterpartiet insatser asylsökande snabbare ägna_sig meningsfulla aktiviteter 
7415	2016-10-05	v	vänsterpartiet instan vårdcentral ensamkommande inskrivna bedömning 
7416	2016-10-05	v	vänsterpartiet instämmer ssr:s potential omställningsorganisationer fokus riktas akademiker 
7417	2016-10-05	v	vänsterpartiet kommuner ansvar asylsökandes situation boende 
7418	2016-10-05	v	vänsterpartiet kommuner migrationsverket ansvar asylsökandes boende problem hänger samman bostadsbrist 
7419	2016-10-05	v	vänsterpartiet kraftfullt argumenterat inkluderingsarbetet inledas direkt ankomsten 
7420	2016-10-05	v	vänsterpartiet kritisk möjligheter arbeta asyltiden stärkas rätten arbeta regel undantag 
7421	2016-10-05	v	vänsterpartiet lagen tillfälliga begränsningar möjligheter uppehållstillstånd dras_tillbaka lagen förändra incitamentsstruktur asylsökande nyanlända väljer arbete typer etableringsinsatser bristyrken snabbspår subventionerade anställningar 
7422	2016-10-05	v	vänsterpartiet lo:s debatt flyktingar rasistisk fördomsfulla förtecken 
7423	2016-10-05	v	vänsterpartiet medverkat universitets- högskolerådets resurser bedömning utländsk utbildning utökats 
7424	2016-10-05	v	vänsterpartiet migrationsverket utsträckning använda_sig möjlighet bevilja asylsökande undantag kravet arbetstillstånd 
7425	2016-10-05	v	vänsterpartiet patriarkala strukturer bristande jämställdhet allvar 
7426	2016-10-05	v	vänsterpartiet politik möjliggör skaffa relevant utbildning område 
7427	2016-10-05	v	vänsterpartiet positiv_särbehandling etnicitet arbetslivet specifika former 
7428	2016-10-05	v	vänsterpartiet regeringen förslag vuxna omvux läsa klart gymnasiet etableringen inkluderingen nyanlända 
7429	2016-10-05	v	vänsterpartiet regeringen överen kommuner avgörandet nyetableringen skola vinstsyfte 
7430	2016-10-05	v	vänsterpartiet regeringen överen vinstjakten incitament välfärdssektorn 
7431	2016-10-05	v	vänsterpartiet sacos kritik plattform slag stärka rättigheter asylsökande nyanlända 
7432	2016-10-05	v	vänsterpartiet skola mål elever kunskapen generera vinst privata bolag 
7433	2016-10-05	v	vänsterpartiets mening staten övergripande ansvaret ta_emot flyktingar migranter 
7434	2016-10-05	v	vänsterpartiets politik områden utvecklas motion likvärdig skola 
7435	2016-10-05	v	vänsterpartiet starkt kritisk koppling permanenta uppehållstillstånd möjligheter arbetsmarknaden 
7436	2016-10-05	v	vänsterpartiet staten övergripande ansvaret ta_emot flyktingar migranter 
7437	2016-10-05	v	vänsterpartiet utredningen förslag skapa kommuner planera verksamhet effektivt möjligheter erbjuda elever likvärdig utbildning 
7438	2016-10-05	v	vänsterpartiet utvecklingssatsning syftar utveckla spår samkommande 
7439	2016-10-05	v	vänsterpartiet välkomnar undantag förändringar friskola antagningsregler 
7440	2016-10-05	v	vänsterpartiet ändra aktörer förhandsbesked ersättning åtgärder genomföras 
7441	2016-10-05	v	vänsterpartiet ändrat fokus synen etableringen nyanlända 
7442	2016-10-05	v	väntetiden beviljad asyl placering kommun 
7443	2016-10-05	v	värdig meningsfull ysselsättning asyltiden asylansökan lämnas_in sökande besked konsekven genomsnittliga handläggningstiden ansökan förstagångsärende 
7444	2016-10-05	v	värdigt boende boendesituationen ansträngd asylsökande nyanlända 
7445	2016-10-05	v	väsentligt lägre nivå vänsterpartiet ifrågasätter motivet lagen söker_sig målet uppnås 
7446	2016-10-05	v	xempel regler introduktionen uppehållstillstånd anknytning ändras tillgång introduktion kommuner ersättning grupp bosätter_sig kommunen 
7447	2016-10-05	v	ålder modersmålsundervisningen påbörjas fråga utredas närmare 
7448	2016-10-05	v	åtgärder genomföras snabbare processen tillåter 
7449	2016-10-05	v	ämnet viktiga uppdraget stödja elever kunskapsutveckling stärka modersmålsundervisningen 
7450	2016-10-05	v	öka andelen asylsökande nyanlända förskola rätten förskola begränsad arbetslösa föräldrar asylsökande nyanlända 
7451	2016-10-05	v	öka arbetsförmedlingen kunskap gruppen asylsökande lo-rapporten skuggan arbetslöshet flykting- anhöriginvan drares arbetsmarknadsetablering beskriver föreställningar nyanlända riskerar prägla arbetsförmedlares etableringsinsatser ofördelaktigt 
7452	2016-10-05	v	ökade satsningen motverka psykisk_ohälsa gruppen asylsökande nyanlända budgeten välkommen centralt kompetensen rikstäckande 
7453	2016-10-05	v	ökad internationalisering krav tvärkulturell kompeten arbetslivet 
7454	2016-10-05	v	övertro marknad bostadssektorn politiken tillbakaträdande dominerat skapat bostadssegregation 
7455	2016-10-05	v	övertygade ersätta vinstintresset segregerande fria skolvalet nationell likvärdig sammanhållen skola staten huvudansvaret skolväsendet 
7456	2016-11-25	v	1990-tal resultaten svenska_skola ämnen världen områden 
7457	2016-11-25	v	betyg innehåller konkret information eleven svagheter styrkor riskerar fungera kategorisering stressen elever 
7458	2016-11-25	v	föreslagna försöksverksamheten skola väljer införa betyg undantag bestämmelser skollagen skyldighet skriftlig information individuell utvecklingsplan aktuell årskurser 
7459	2016-11-25	v	förslaget kritik lärar fackliga_organisationer elevorganisationer forskare myndigheter skola område 
7460	2016-11-25	v	försöksverksamhet betyg årskurs förslag riksdagsbeslut riksdagen avslår regeringen proposition försöksverksamhet betyg årskurs 
7461	2016-11-25	v	förändras svenska_skola skola behov arbetsro välföran krade utredda reformer försöksverksamhet betyg klass 
7462	2016-11-25	v	granskningar nuvarande betygssystemet graderade betyg likvärdigt betygssättningen skiljer_sig skola 
7463	2016-11-25	v	kommunala huvudmännen försvårar samordningen styrningen marknaden direkta orsaken problem åtgärdas 
7464	2016-11-25	v	kommunaliseringen fria skolvalet grundskola experimentet vinstdrivna skola ändrat radikalt 
7465	2016-11-25	v	konstateras svenska_skola försämrats elever resultat skola likvärdighet lärar arbetssituation status 
7466	2016-11-25	v	läcker miljarder skattepengar utbildning vinstutdelningar skolkoncerner 
7467	2016-11-25	v	lärarförbundet linnéuniversitetet universitet uppsala universitet forskning betyg sättning påverkar lågpresterande yngre elever negativt 
7468	2016-11-25	v	minskat fokus individanpassat stöd enskilda eleven 
7469	2016-11-25	v	olönsamma skola begärs konkurs tvingar elever byta skola 
7470	2016-11-25	v	privata skola intresse driva_upp elever betyg förhoppningen locka elever leder betygsinfl ation ökad skolsegregation 
7471	2016-11-25	v	problem svenska_skola rättas betyg lägre årskurser ökad likvärdighet stopp vinstjakten ökade resurser lärar utföra arbete 
7472	2016-11-25	v	propositionen effekter införa betyg lägre åldrar belagda 
7473	2016-11-25	v	propositionen föreslår ändring skollagen regeringen bemyndigas besluta försöksverksamhet betyg årskurs grundskola grundsärskola sameskola årskurs specialskola 
7474	2016-11-25	v	riksdagen avslå regeringen proposition försöksverksamhet betyg årskurs riksdagen besluta 
7475	2016-11-25	v	staten grad lämnat_ifrån_sig makten verktygen genomföra förbättringar skola 
7476	2016-11-25	v	statlig nivå ställts_upp höga mål likvärdig skola garanterar unga utbildning 
7477	2016-11-25	v	svenska_elevers sjunkande resultat årskurser båd imss pisa-undersökningar anförs propositionen argument försöksverksamhet betyg lägre årskurser ansvaret 
7478	2016-11-25	v	svenska_skola genomgått förändringar decennier 
7479	2016-11-25	v	uppsjö forskning området pekar negativa effekten tidiga betyg nämns propositionen pekar remissinstanser 
7480	2016-11-25	v	uttalade syftet reformer decentralisera effektivisera 
7481	2016-11-25	v	vänsterpartiet betyg lösningen skola problem lyfter ansvaret allvarliga systembrister enskilda elever lärare 
7482	2016-11-25	v	vänsterpartiet kunskap rättighet elever rättigheten uppfylld skola hållas ansvarig 
7483	2016-11-25	v	vänsterpartiet likvärdig skola elever möjlighet tillgodogöra kunskap bildning 
7484	2016-11-25	v	vänsterpartiet motståndare mätinstrument används elever kunskap skola uppfyller krav åtagit betyg elever rangordnas 
7485	2016-12-06	v	bakgrund regeringen beslutade juli utredare/förhandlingsperson uppdrag ta_fram förslag principer finansiering förslag utbyggnadsstrategi stambanor höghastighetståg stockholm göteborg/malmö 
7486	2016-12-06	v	breda socioekonomisk grupper svårare möta ökande bokostnader förvänta ökade privata insatser lokala exploateringsavtal 
7487	2016-12-06	v	brister förslaget framförs negativa konsekvenser byggandet exploateringsvärdet lägre storstad 
7488	2016-12-06	v	byggande höghastighetsbanor infrastrukturinvesteringar lånefinansiering huvudprincip 
7489	2016-12-06	v	därutöver ingick uppdraget identifiera analysera behov åtgärder infrastrukturen stockholms län västra götalands län skåne län kostnadseffektivt förbättrar tillgängligheten kapaciteten transportsystemet leder ökat bostadsbyggande 
7490	2016-12-06	v	effekten förslaget riskerar slutänden drabba grupper efterfrågar kostnadsvänligt boende hyresrätt storstadsregioner antas bidra segregerat boende 
7491	2016-12-06	v	egeringen förslag riskerar försvaga samhällsnyttan investeringar transportinfrastruktur fastigheter 
7492	2016-12-06	v	företag tuffare företag klara hantera osäkerheter uppkommer förslaget 
7493	2016-12-06	v	förslaget bedömer remissinstanser utrymmet investeringar regionalinfrastruktur underlätta gemensamma transportinfrastruktursatsningar syfte samhällsekonomisk nytta kostnadseffektiva lösningar 
7494	2016-12-06	v	förslaget ebär offentlig- privat samverkan utformning finansiering infrastruktur riskera objekt samhällsnytta prioriteras 
7495	2016-12-06	v	förslaget generell möjlighet kostnadsdelning sverigeförhandlingen höghastighetsbanan infrastrukturobjekt ägbyggen prioriteras hållbara transportlösningar klimat miljö 
7496	2016-12-06	v	förslaget leder projekt grad medfinansiering prioriteras projekt samhällsnytta angelägna svårare transportpolitisk mål miljökvalitetsmålen 
7497	2016-12-06	v	förslaget skapa negativa följdeffekter bostadsmarknaden 
7498	2016-12-06	v	införa generell beskattning skapas ökat utrymme offentliga intäkter kostnadseffektivt finansiera infrastruktur samhällsnytta beslutade samhällsmål 
7499	2016-12-06	v	investeringar infrastruktur förbli grad huvudsak ligen statlig angelägenhet 
7500	2016-12-06	v	investeringar konkurrera utrymmet utgiftstaken löpande utgif sjukpenning barnbidrag 
7501	2016-12-06	v	juni lämnade förhandlingspersonen delbetänkandet sverigeförhandlingen författningsförslag värdeåterföring 
7502	2016-12-06	v	markägare tillgodogöra värdeöknin fastigheten avyttras 
7503	2016-12-06	v	merkostnad bäras fastighetsägare långsiktigt åtagande svårligen kompenseras hyreshöjningar 
7504	2016-12-06	v	naturvårdsverket sveriges allmännyttiga bostadsorganisati boverket konkurrensverket hyresgästföreningen 
7505	2016-12-06	v	ovannämnda förslag värdeåterföring föreslår propositionen kommuner lämna bidrag byggande järnväg tunnelbana spårväg landsting ansvarar lagändringar föreslås träda_i_kraft 
7506	2016-12-06	v	produktionen hyresrätter riskerar missgynnas utrymme höja hyror kompense värdeåterföringsavgiften 
7507	2016-12-06	v	propositionen föreslås ändringar plan- bygglagen frivillig väg återföra samhället värdeökning fastigheter uppstår investeringar transportinfrastruktur värdeåterföring 
7508	2016-12-06	v	regeringens_förslag värdeåterföring riskerar stärka medfinansiering finansieringsmetod infrastruktur 
7509	2016-12-06	v	regeringens_förslag värdeåterföring satsningar infrastruktur riskerar objekt begränsad samhällsnytta prioriteras objekt grad kostnadseffektiva demokratisk beslutade nationell målsättningar 
7510	2016-12-06	v	regeringen proposition baserar delbetänkandets förslag motsvarar 
7511	2016-12-06	v	remissinstanser oeniga förslag värdeåterföring majoritet remissinstanser positivt inställda förslaget rimligt värdestegring uppstår infrastrukturinvestering föras investeringen positiva problem oklarheter förslaget remissinstanser positiva hör 
7512	2016-12-06	v	riksdagen avslå regeringen proposition värdeåterföring satsningar transportinfrastruktur riksdagen besluta 
7513	2016-12-06	v	riskerar dyrare värs minskat bostadsbyggande 
7514	2016-12-06	v	riskerar investeringar generationer till_godo stånd skjuts framtiden samhällets långsiktiga hållbarhet försvagas 
7515	2016-12-06	v	risker avtagande bostadsbyggande hyresrättsfastigheter missgynnas 
