id	date	author	post
215	2016-08-11	chokladvanilj	[Nej#neg#-2#0.5] , verkligen inte . Dock inte så många [fattiga#neg#-2#0.75] i innerstan som i vissa förorter , vilket [bidrar#pos#2#0.5] till beteendemönster mer likt en svensson .
216	2016-08-11	MajesticTwelve	Precis som andra skrivit , flytta_ut på vattnet . Annars kommer du få det [svårt#neg#-2#0.5] med det du vill . Vi lever i ett [modernt#pos#2#0.5] , [demokratiskt#pos#2#0.5] land där många kommer från olika kulturer och folk bor över hela landet . Du kan också [flytta#pos#2#0.25] från Sverige , men då är du ett [fegt#neg#-2#0.5] [kräk#neg#-2#0.5] . Varför är du inte ute och [demonstrerar#neg#-1#0.25] mot mångkulturen istället ?
217	2016-08-11	flanders	Det kommer aldrig att hända . Kommer bara [rinna_ut_i_sanden#neg#-2#0.5] som det gjort med boenden på Östermalm mm .
218	2016-08-11	Politice-Rectam	Kanske börjar svennar göra som araberna : [fly#neg#-2#0.75] till ett plats där det finns många svennar , men inte ändå så många att de får styra själv , då man [flyr#neg#-2#0.75] ju p.g.a . just svennar och inte till exempel jordbävningar eller orkaner .
219	2016-08-11	AdamSmith	[Negern#neg#-2#0.5] hittar du i varenda [liten#neg#-2#0.25] håla i inlandet så att undkomma mångkulturen kan du [ge_upp#neg#-2#0.25] [direkt#pos#2#0.25] . De enda två undantagen är att köper en stuga mitt i skogen i väglöst land eller köpa boende i de [dyraste#neg#-3#0.75] områden som går att finna i Sverige . Annars så kan man alltid [flytta#pos#2#0.25] till Afrika . Det kan verka [kontraproduktivt#neg#-2#0.5] men där finns det åtminstone gated communities med beväpnade vakter .
220	2019-05-12	ReiseReise	Åland . Då [slipper#pos#2#0.5] du även [skulden#neg#-2#0.5] av att via [skatt#pos#2#0.5] finansiera [våldtäkterna#neg#-2#0.5] och landets ekonomiska [förfall#neg#-2#0.5] .
221	2019-05-12	libertay	Säljs snus och svenskt [godis#pos#2#0.5] på Åland? https://en.m.wikipedia.org/wiki/%C3%85land_Islands Det verkar som att det bor en_och_annan av [udda#neg#-2#0.5] [ras#neg#-2#0.5] på Åland också [tyvärr#neg#-2#0.75] . T.ex 500 rumäner ( ' rumäner ' ? ), 106 iranier och 45 syrier .
222	2019-05-12	TattooedFucker	Skärgården . Tar för [lång_tid#neg#-1#0.25] att åka ut dit Grisslehamn är ett ställe ... vintertid ...
223	2019-05-12	RobbanUC	Sigtuna är bara en [mycket_liten#neg#-2#0.5] bit från hålan Märsta som är fylld till bredden med [blattar#neg#-2#0.5] . Vita Svenskar som bott i Märsta har [flytt#neg#-2#0.75] därifrån pga . [inbrott#neg#-2#0.5] , [vandalism#neg#-2#0.5] , bilstölder , narkotika , [misshandel#neg#-2#0.5] och [klanfejder#neg#-2#0.5] . [Blattarna#neg#-2#0.5] [eldar_upp#neg#-2#0.5] och [spränger#neg#-2#0.5] varandras företag och butiker , precis som om det vore i Chikago . Att bo endast ett stenkast från detta [helvete#neg#-2#0.5] är inget som [rekommenderas#pos#2#0.5] då det bara är en tidsfråga innan de tar_sig till Sigtuna och börjar plundringståget även där .
224	2019-05-12	Clawdice	Att bosätta_sig i ett gated community är [fan#neg#-2#0.5] att [ge_upp#neg#-2#0.25] . Man låser_in_sig själv mer än man låser ute [skräpet#neg#-2#0.5] . Ska ens barn och barnbarn bo i samma lilla inhängnad tills Sverige är som Sydafrika och det blir stormat ? [Nej#neg#-2#0.5] , vi måste kunna ha normala små samhällen som vi hade förr , allt annat är [meningslöst#neg#-2#0.5] .
225	2019-05-12	jojje777	på en ö , oavsett var i landet . Bilfärja eller bro , vilket medför att det bara finns en flyktväg efter inbrott/rån/skjutning/mord , det [avskräcker#neg#-2#0.5] . Helst också minst 2 km från närmaste publika transportmedel ( [negrer#neg#-2#0.5] är [lata#neg#-2#0.5] ) .
226	2019-05-12	NorthernAngel	Om du läser kommentarerna så är det [rivet#neg#-2#0.5] och antyds att det finns flyktingboende i byn .
227	2019-05-13	NorthernAngel	Det antydes mellan raderna ; det var mycket barn i byn nu (!) och de [vandaliserade#neg#-2#0.5] de tomma husen och kunde [skada#neg#-2#0.5] sig så därför [revs#neg#-2#0.5] det . Mycket barn i en ödeby betyder asylinvandrare .
228	2019-05-13	Mubutu	Detta är nog en [jävla#neg#-2#0.5] [myt#neg#-2#0.5] bara , tror de flesta ' hålorna ' i Norrland är [berikade#pos#2#0.5] , men ja visst nån [liten#neg#-2#0.25] by på ca 100 invånare kanske? !
229	2019-05-13	Varglig	Är det inte i princip [omöjligt#neg#-2#0.5] att bli permanentboende på Åland ? De är väl [värre#neg#-2#0.5] än Ungern ?
230	2017-05-13	Drygeman	Hur fixas Sverige när man inte kan göra det som måste göras av politiska skäl ( väljargrupper ) ? Är Anna för [pessimistisk#neg#-2#0.5] eller för [optimistisk#pos#2#0.5] ? Andra funderingar med_anledning_av profetiorna om utvecklingen i artikeln ? På område efter område ser man hur glappet mellan [problemets#neg#-2#0.5] storlek och den politiska [insatsen#pos#2#0.5] vidgas . [Segregationen#neg#-2#0.5] ska [brytas#neg#-2#0.5] , [lovar#pos#2#0.5] regeringen gång_på_gång . [Ursäkta#pos#2#0.5] ? [Segregationen#neg#-2#0.5] kommer tvärtom att öka under [kommande#pos#2#0.5] år i_takt_med att många tiotusentals nyanlända och deras anhöriga bosätter_sig utanförskapsområdena . Att ens [stoppa#neg#-2#0.5] denna ökning framstår som en [orealistisk#neg#-2#0.5] målsättning . Att helt [bryta_segregationen#pos#2#0.5] är bortom det [möjligas#pos#2#0.75] horisont . Om regeringen verkligen menade [allvar#neg#-2#0.5] med att mota denna [kraft#pos#2#0.5] skulle [insatserna#pos#2#0.5] behöva vara [dramatiska#pos#1#0.25] : slopa EBO-lagen , kvotera ut samtliga nyanlända i kommunerna , stänga_ner skolor och bussa elever , lotta skolplaceringar , pumpa_in resurser [utsatta#neg#-2#0.75] förorter , [stoppa#neg#-2#0.5] asylinvandringen och_så_vidare . http://www.expressen.se/ledare/anna-...riges-problem/
231	2017-05-13	Vandran	Tippex !! Ta_bort det som blev [fel#neg#-2#0.5] . . Börja om !!
232	2017-05-13	Tennant	[Segregation#neg#-2#0.5] var väl ungefär det vi hade förr ? Då hette det länder . [Segregationen#neg#-2#0.5] kommer att fortleva , [nya#pos#2#0.25] [gränser#neg#-2#0.5] kommer att dras - ständigt . Med den skillnaden att svensken kommer att vara [slav#neg#-2#0.5] under den [nya#pos#2#0.25] överklassen - evinnerligen . Mångkulturen måste ständigt underhållas och hanteras när den väl blivit [etablerad#pos#2#0.5] .
233	2017-05-13	Diagoras	Anna Dahlberg har helt [fel#neg#-2#0.5] , [segregationen#neg#-2#0.5] är inte [omöjlig#neg#-2#0.5] att få bort . Det som är [omöjligt#neg#-2#0.5] att [uppnå#pos#2#0.5] är [integration#pos#2#0.5] i_enlighet_med den mångkulturella ideologin . Att sätta_igång ett massivt repatrieringsprogram skulle få bort stora delar av [segregationen#neg#-2#0.5] . Så [löser#pos#2#0.25] man det [problemet#neg#-2#0.5] . Varför vi ska ha [isolerade#neg#-2#0.5] enklaver skilda från resten av samhället är [obegripligt#neg#-2#0.5] .
234	2017-05-13	goran744	Vad skall de göra åt det då ? Sagt det förut och säger det igen . Det går inte att exprimentera med naturen . Den [slår#neg#-2#0.5] alltid tillbaka . Det går inte få en [bra#pos#2#0.75] integrering eftersom människor har kvar sina seder och bruk och tar med sig sin kultur till någon annans kultur . [Byter#neg#-2#0.5] mark endast . Expressen har mage att skriva det här som de förut skrikit [RASIST#neg#-2#0.5] eller [NAZIST#neg#-2#0.5] åt . Expressen [avslöjar#neg#-2#0.5] : Att [bryta_segregationen#pos#2#0.5] är bortom det [möjligas#pos#2#0.75] horisont Sidan 2 av 41234 123
235	2017-05-14	MrNoShow	Självfallet blir det [svårt#neg#-2#0.5] att [bryta_segregationen#pos#2#0.5] när det hela tiden väller in folk från uländerna . [Problemen#neg#-2#0.5] har funnits länge , det är som vanligt m.a.o . [Oroande#neg#-2#0.5] just nu är bl.a . att många svenskar ( de s.k . infödingarna ) som tillhör låglöneskiktet känner sej [orättvist#neg#-2#0.5] [behandlade#pos#2#0.25] eller bortglömda . En av anledningarna är att det på många håll ute i landet i praktiken bara är [möjligt#pos#2#0.75] för [socialfall#neg#-2#0.5] , nyanlända och medel-/höginkomsttagare att komma över hyresbostäder . En svensk arbetande [låginkomsttagare#neg#-2#0.5] har det mycket [tufft#pos#2#0.5] på bostadsmarknaden . Det är även en del svenska företagare som under [lång_tid#neg#-1#0.25] haft en [svår#neg#-2#0.5] [ekonomisk#pos#2#0.5] situation , dessa glömmer vi ofta bort . De som [sliter#neg#-2#0.5] [hårt#neg#-2#0.5] och kör eget och [lyckas#pos#2#0.5] skrapa ihop i_närheten_av existensminimum , ingen som [tackar#pos#2#0.5] dem för det . Politikerna kommer väl att försöka [lösa_problemen#pos#2#0.5] på det gamla vanliga sättet . Nån jämställdhetsbyråkratienhet placeras kanske i Angered eller i Rosengård . Och det delas_ut ännu fler gratissurfplattor och det byggs ännu fler fritidsgårdar ute i förorterna som blir samlingplatser för [diverse#neg#-2#0.5] tjuvrökare , mopedtrimmare m.m . , och sedan bränns alltsammans ned till grunden av någon pyroman Ungefär så var det under min uppväxt i.a.f . , förmodligen samma idag . Men de verkliga [problemen#neg#-2#0.5] [löses#pos#2#0.25] ej . För staten är det dock inget stort [problem#neg#-2#0.5] , den svenska statsskulden är trots allt inte [katastrofalt#neg#-2#0.5] hög ännu . Politikerna kommer väl att [ösa#pos#2#0.5] på med mer pengar över utanförskapsområdena alltså . Svensken betalar [snällt#pos#2#0.5] som vanligt och hamnar sedan i den privata [skuldfällan#neg#-2#0.5] , eller densammes företag [går_omkull#neg#-2#0.5] eller [flyr#neg#-2#0.75] utomlands p.g.a . det [absurda#neg#-2#0.5] skatte- och avgiftstryck som finansierar massarbetslösheten/haveriet .
236	2017-05-14	Drozd	För en enda gångs skull [lyckas#pos#2#0.5] den kloakblaskan pricka in ett [rätt#pos#2#0.5] . Även en [blind#neg#-2#0.5] höna ... Glöm för_all_del inte bort att Expressen i decennier [slagit#neg#-2#0.5] på trumman för vidöppna [gränser#neg#-2#0.5] . Never forgive , never forget .
237	2017-05-14	RadioDDR1	Den vänsterpopulistiska regeringen ska [lösa#pos#2#0.25] [svåra#neg#-2#0.5] [samhällsproblem#neg#-2#0.5] med enkla [grepp#neg#-2#0.5] . Det är av just denna anledning som jag är [motståndare#neg#-2#0.5] till populism . Det är också huvudanledningen till varför väljarna [tröttnat#neg#-2#0.5] på den politiska klassen . Inte bara här i Sverige , utan i hela Europa . Vänsterliberaler är inte [starka#pos#2#0.5] eller [modiga#pos#2#0.5] nog att navigera skutan när det [stormar#neg#-2#0.5] på havet . Vi måste bli_av med dessa innan vi kan [gå_vidare#pos#2#0.25] . [Kasta#neg#-2#0.5] [fyllekaptenen#neg#-2#0.5] överbord helt [enkelt#pos#2#0.5] .
238	2017-05-14	Politice-Rectam	[Problemet#neg#-2#0.5] är det att flyktingarna börjar då bete sig som de svarta i USA . Om man vill bota [problemet#neg#-2#0.5] är [rasblandning#neg#-2#0.5] den enda [möjligheten#pos#2#0.5] , det_vill_säga genetiskt och kulturellt införlivande av parasiterna .
239	2017-05-14	Simmaellersjunk	En mer trolig konsekvens av ' alla får [klara_sig#pos#2#0.25] själv ' med de etniciteter vi har i Sverige , är att vi blir som Syrien , Irak eller Libanon . Brasilien och USA har visserligen skyhög [kriminalitet#neg#-2#0.5] , men också en poliskår med lite muskler . Det [saknas#neg#-2#0.5] i [Swedistan#neg#-2#0.5] .
240	2017-05-14	ohneAvatar	Invandringen och [segregationen#neg#-2#0.5] går alldeles för [långsamt#neg#-2#0.5] . Det medför bara ett Sverige med alltfler kostnadskrävande [kriminella#neg#-2#0.5] enklaver . Vad som behövs är ett accelererande fall mot [kollapsen#neg#-2#0.5] . Först när [kollapsen#neg#-2#0.5] kommer slutar asylshoppare att välja Sverige . Och det är först då när överlevnadsinstinkterna sätter in som befolkningen inser vad som är det enda alternativet .
241	2017-05-14	Holdingbreath	[Segregation#neg#-2#0.5] har institutionaliserad . De som förespråkar [minskning#neg#-2#0.5] av [bidrag#pos#2#0.5] har [rätt#pos#2#0.5] . Det kommer att göra Sverige mindre [attraktiva#pos#2#0.5] . Men med [minskning#neg#-2#0.5] kommer också [kravaller#neg#-2#0.5] .
242	2017-05-14	Spersson	[Gränser#neg#-2#0.5] mellan länder är en annan typ av [segregation#neg#-2#0.5] . Ni lever där , vi lever här . Men gränserna finns där av en anledning . Om vi lärde_oss att [respektera#pos#2#0.5] de [gränser#neg#-2#0.5] som finns mellan olika folk så skulle det inte finnas några [krig#neg#-2#0.5] .
243	2017-05-14	goran744	Det här experimentet man håller på med är [dömt#neg#-2#0.75] att [misslyckas#neg#-2#0.5] . Kommer förmodligen att bli vår tids största [misstag#neg#-2#0.5] . Det är [omöjligt#neg#-2#0.5] att förändra människors seder , kultur och folksjäl . Det enda man förändrar är att byta mark . Allt kommer att leda till [folkmord#neg#-2#0.5] . [Tragiskt#neg#-2#0.75] och den lilla människan har inget att säga till om .
244	2017-05-14	PS.	[Ok#pos#1#0.5] . Men bidragsmigranterna kommer aldrig ha ett kulturellt kapital som svensken ser upp till eller vill [värna#pos#2#0.5] . Så för att deras skräpkultur ska kunna [högaktas#pos#2#0.5] skulle i_så_fall [krävas#neg#-2#0.5] ytterligare import av ett stort antal [underlägsna#neg#-2#0.5] [slavar#neg#-2#0.5] som är [beredda#pos#2#0.5] att [underkasta_sig#neg#-2#0.5] dem . Jag håller det för [osannolikt#neg#-2#0.5] . Men man vet aldrig vart detta [vansinne#neg#-2#0.5] slutar . I övrigt är det väl [klarlagt#pos#2#0.5] att Fredrik Reinfeldt importerade detta [skräp#neg#-2#0.5] med vilje som en metod att [nedmontera#neg#-2#0.25] den svenska [välfärden#pos#2#0.5] medelst [överbelastning#neg#-2#0.5] med haveri som följd . En [lömsk#neg#-2#0.5] plan som er ut att [lyckas#pos#2#0.5] . T.o.m . förre moderatledaren har väl offentligt tillstått att det sannolikt är så . Och läser man Reinfeldst bok ' Det sovande folket ' framgår det [tydligt#pos#2#0.5] hur han [föraktar#neg#-2#0.5] välfärdssamhället . Någon som invänder ? Andra reflektioner ?
245	2017-09-02	oldtimedrunk	Jag säger att du är [galen#neg#-2#0.5] . Bilen lär [brinna#neg#-2#0.5] upp fort , barnen lär bli [trakasserade#neg#-2#0.5] och [rånade#neg#-2#0.5] , lägenheten uppbruten .
246	2017-09-02	krisu	Skulle nog [krävas#neg#-2#0.5] mer än en halv hyra för att få folk att [flytta#pos#2#0.25] till dessa områden . Tänk på att dina barn då kommer [tvingas#neg#-2#0.5] att [gå_i#pos#2#0.5] skola där ... Är du [redo#neg#-2#0.5] att [riskera#neg#-2#0.5] dina barns framtid för en halv hyra ?
247	2017-09-02	chicki	[Offra#neg#-2#0.5] dem sem får landet att ' gå ' runt till_förmån_för [analfabeter#neg#-2#0.5] som inte ens kan knyta sina egna skor
248	2017-09-02	Woodsmoke	Jaaaa , jag vill verkligen bli [tvingad#neg#-2#0.5] under [hot#neg#-2#0.75] om [repressalier#neg#-2#0.5] att [flytta#pos#2#0.25] till en nedpissad trea i Rinkeby med mina barn ... Men visst , få igenom en sådan lag så kanske fler vaknar_upp .
249	2017-09-02	4yoonly	Tanken är inte helt [fel#neg#-2#0.5] faktiskt ... Samtidigt låter det [helt_sjukt#neg#-2#0.5] ... [Risken#neg#-2#0.5] är dock att dom som kommer ' nappa ' inte är de [bästa#pos#2#0.5] svenska medborgarna ifrån början . Så jag tror det är [tveksamt#neg#-2#0.5] om det blir en [bra#pos#2#0.75] ' effekt ' ...
250	2017-09-02	GenesisP	Precis . Och till stor del genetiskt styrt . Sverige försöker med någonting helt [onaturligt#neg#-2#0.5] och så långt ifrån människans genetiska [krav#neg#-1#0.25] som det går att komma . Därför kommer det , mångkultur , aldrig att [fungera#pos#2#0.5] . Men för den globala agendas skull ska det inte [fungera#pos#2#0.5] , utan [våld#neg#-2#0.5] och [konflikter#neg#-2#0.5] förväntas följa i den förda politikens [spår#neg#-2#0.5] . Annars skulle experimentet [upphört#neg#-2#0.5] länge sedan .
251	2017-09-02	MrStreamer	Måste säga att din tanke känns , uum , lite [gullig#pos#2#0.5] o [vacker#pos#2#0.5] . Men den [faller#neg#-2#0.5] platt eftersom ' vi ' inte har [vågat#pos#2#0.5] prata om VOLYMER . Vi har därför haft en [massinvandring#neg#-2#0.5] så stor så denna ide [faller#neg#-2#0.5] [direkt#pos#2#0.25] eftersom de ' [segregerade#neg#-2#0.5] ' områdena är MASS-segregerade [bortom_all_räddning#neg#-2#0.5] . Tåget har gått . Den enda vägen att gå NU är att fördjupa [segregationen#neg#-2#0.5] . Vi för oss och dom för sig . Ungefär som i London och många områden i USA . https://www.youtube.com/watch?v=gR3FwTtBVjk
252	2017-09-03	Svenne-i-Banan	Inga morötter men [tvång#neg#-2#0.5] för alla politiker och journalister som är för [massinvandring#neg#-2#0.5] . De bör [tvingas#neg#-2#0.5] uppleva det de [förespråkar#pos#2#0.5] .
253	2017-09-03	Rikarvinge	Mångkultur upplevs bäst [på_avstånd#neg#-2#0.5] eller i fantasin
254	2017-09-03	rostigamazon	[Massinvandring#neg#-2#0.5] leder till [utsatta#neg#-2#0.75] områden , invandrare som inte anpassar sig till det svenska samhället , ni som har röstat för det här ni får [gilla#pos#2#0.5] läget , Sverige kommer vara ett [trasigt#neg#-2#0.5] land , så länge man bedriver [felaktig#neg#-2#0.5] politik .
255	2017-09-03	Pungtering	Man bygger vissa sådana hus i Sverige med , med blandad standard och olika ägandesätt . Jag skulle aldrig någonsin flytta_in i ett sådant hus . Man betalar ju pengar för att [slippa#pos#2#0.5] hyreshusklientelet och [socialfallen#neg#-2#0.5] , inte för att få [parkett#neg#-2#0.5] i köket .
256	2017-09-03	sherm	Man skulle kanske kunna [gå_in#pos#2#0.25] och [tvångsomflytta#neg#-2#0.5] boende i vissa områden efter deras röstningsmönster , så att sådana [segregerade#neg#-2#0.5] områden som Midsommarkransen kan få_sin_beskärda_del utav den mångkultur som de [påtvingat#neg#-2#0.5] andra .
257	2017-09-03	krisu	Det lite ironiska är att Sevedspland som är ett av jordens [värsta#neg#-2#0.5] [rövhål#neg#-2#0.5] innehåller både hyresrätter och bostadsrätter ... Sedan [tvärs#neg#-2#0.25] över gatan från Seved finns ett villaområde med ganska [fina#pos#2#0.5] villor . Så det finns en hel del välanpassade medelinkomsttagare i området . Har det [hjälpt#pos#2#0.5] ? Näh . .
258	2017-09-03	HMBPTOLEMAJOW	Tänkte en liknande tanke när jag såg de nybyggda husen i Rinkeby ( vad nu tramsprojektet heter ) . En sak som är [säker#pos#2#0.5] är att de [fattigaste#neg#-2#0.75] i området [knappast#neg#-2#0.25] kommer ha [möjligheten#pos#2#0.5] att bo i dessa nybyggda , [dyra#neg#-2#0.5] lägenheter . En sorts inkvotering .
259	2017-09-03	teacher80	[Haha#pos#1#0.5] , bodde i ett studentboende i ett invandrardominerat område som hade byggts om från att vara ett äldreboende . Få av de äldre vill av förklarliga skäl bo i detta område varvid det blev studentboende istället . Att bo där i sex månader blev för mycket varvid jag [sökte#neg#-1#0.25] en egen hyreslägenhet längre bort . Jag kunde inte [gå_ut#pos#2#0.5] där för att träna ( joggar mycket ) utan att bli ansatt av traktens [efterblivna#neg#-2#0.5] muslimungar varje [jävla#neg#-2#0.5] gång . Hela boendemiljön och de människor som bor där är allmänt [negativa#neg#-2#0.5] och [destruktiva#neg#-2#0.5] . [Tyvärr#neg#-2#0.75] ett [drag#neg#-2#0.25] från deras kultur och religion som visar_sig även i Sverige .
260	2017-09-03	peller	Då undrar iallfall jag hur det går med denna ide i Hamburg . Min gissning är följande De första 60 lägenhetrena är bebodda då detta klientel inte har medel att bo någon annstans ..... . 2-3 av hyreslägenheterna är bebodda av multikulti folk , kommunister och [negrer#neg#-2#0.5] som vill bo med Bruhr från kategori tre . . Inte en enda av bostadrätterna blir [såld#neg#-2#0.5] då folk med kapital inte vill bo med de första tre kategorierna....och vad ska delstaten Hamburg göra åt det mer än antingen under vapen eller med [fängelse#neg#-2#0.5] [hota#neg#-2#0.5] de som inte vill rätta_in_sig i det staliga ledet Konfiskera privat kapital och på_så_sätt [tvinga#neg#-2#0.5] medborgaren att bo där staten tycker det är [lämpligt#pos#2#0.5] . Men men ...tysken kanske är ännu mer [livrädd#neg#-2#0.5] för att vara [rasist#neg#-2#0.5] än svensken och finner_sig i detta [trams#neg#-2#0.5] ...
261	2017-09-03	Goodaftersson	Efter att ha bott i Södertäljes och Södra Stockholms utanförskapsområden vill jag inte flytta_in i något sådant område igen , på inga som helst villkor . Jag vet inte om det ens är [möjligt#pos#2#0.75] att beskriva de [problemen#neg#-2#0.5] som uppstår för dig om du bor i ett sådant område , där dina barn ( 6 - 9 år blir [rånade#neg#-2#0.5] , äldre barn blir [misshandlade#neg#-2#0.5] och [rånade#neg#-2#0.5] av gäng med kulturberikande ungdomar ) de blir [rånade#neg#-2#0.5] på allt som de har av [värde#pos#2#0.5] , din fru blir [trakasserad#neg#-2#0.5] bara för hon är Svensk ( öh ! du Svenska [hora#neg#-2#0.5] ! Du vill [knulla#neg#-2#0.25] ja??? ) Din bil får inte vara i [fred#pos#2#0.5] , den blir [stulen#neg#-2#0.5] gång_på_gång eller så blir det [inbrott#neg#-2#0.5] i den , gång_på_gång . Cyklar till dig eller dina barn kan inte lämnas utan [tillsyn#neg#-1#0.25] , du får [hoppas#pos#2#0.5] att det finns ett [fungerande#pos#2#0.5] cykelrum men det är inte [säkert#pos#2#0.5] . Finns det inte [fungerande#pos#2#0.5] cykelrum så kan du , din fru , eller dina barn inte ha cykel helt [enkelt#pos#2#0.5] . På nätterna är det [svårt_att_sova#neg#-2#0.5] eftersom det spelas hög musik och en massa människor pratar [högt#neg#-1#0.25] och barn [skriker#neg#-2#0.5] och far runt lekande med varandra ( ingen säger åt barnen att gå och lägga_sig ) . Soprum och hantering av [sopor#neg#-2#0.5] [fungerar_inte#neg#-2#0.5] eftersom de flesta kastar sina [sopor#neg#-2#0.5] där de har [lust#pos#2#0.5] , använda blöjor och andra [trevligheter#pos#2#0.5] . Köper hellre husvagn och flyttar_in i på någon vinteröppen campingplats .
262	2017-09-03	sajebis	[Onda#neg#-2#0.5] och [värdelösa#neg#-2#0.5] människor kommer bara att dra_ner de [skötsamma#pos#2#0.5] i [skiten#neg#-2#0.5] . Det [mörka#neg#-2#0.5] och [kaosartade#neg#-2#0.5] samhället är dominant och det [ljusa#pos#2#0.5] och [väl_fungerande#pos#2#0.5] recessivt . Därför är [segregationen#neg#-2#0.5] ett måste .
263	2017-09-03	Pungsnoppen	Bara en icke så köpstark köper_in_sig i sådant boende . Skulle inte ens bo i sådant boende [gratis#pos#2#0.5] . Ser hur taharush och överraskningssexandet pågår i byggnaden . Människor i ruckel som går runt med barnvagn [fullt#neg#-2#0.5] med varor och 10 barn springandes hack_i_häl på ruckelkvinnan . [Knark#neg#-2#0.75] som säljs i porten samt massa [skräp#neg#-2#0.5] och [sopor#neg#-2#0.5] överallt .
264	2017-09-03	ufomongo	Det skulle [fungera#pos#2#0.5] om 100% av invandrarna byttes ut mot etniska svenskar . Annars , icke . Det finns [inte_en_chans#neg#-2#0.5] [normala svenskar#neg#-2#0.5] bosätter_sig i ett sådant område .
265	2018-01-03	Niggers	Här är en artikel om hur hipster försöker bosätta sej i Bredäng , men när Ungern börja prata [gangster#neg#-2#0.5] språk , så då flyttar även hipster familjen . https://goo.gl/RzCd4s
266	2018-07-17	Milovina	Man kan ju även tänka_sig att [diverse#neg#-2#0.5] människor inom polisen skulle ha tillfälliga boenden i dessa områden . De kan vara civilklädda och dokumentera vad som sker i området .
267	2018-08-11	sehba106	Fast bara de ytterst ansvariga för dagens vansnne ... Ruinfeldt . Lööf . Fridolin , Wallström . Röfven samt polis-chefen ska [TVINGAS#neg#-2#0.5] att enligt lag bosätta_sig i de mest ' [UTSATTA#neg#-2#0.75] OMRÅDENA ' som de så [fint#pos#2#0.5] brukar [kalla#neg#-2#0.25] de [självförvållade#neg#-2#0.5] kaozarnas hemvist....Ja [jävlar#neg#-2#0.5] !! Vad [gott#pos#2#0.5] det vore att se dessa [hycklare#neg#-2#0.5] få [känna#pos#2#0.25] på sitt [svek#neg#-2#0.5] mot sitt eget land .
268	2018-08-11	Svenne-i-Banan	Ja [helt_rätt#pos#2#0.5] och [tvinga#neg#-2#0.5] även dit alla mediechefer . Begreppet ' [utsatta#neg#-2#0.75] områden ' är också rätt [märkligt#neg#-2#0.5] då det anspelar på att någon [utomstående#neg#-2#0.5] [utsätter#neg#-2#0.75] området för något [illa#neg#-2#1.0] , men det är tvärtom de boende där som själva skapar [krigszonerna#neg#-2#0.5] .
269	2018-01-19	Egnatankar	Jag har nu på morgonen den 19 januari lyssnat på radions lyssnarprogram Ring P1 . Den första inringaren , en invandrare vid namn Istvan , hävdade att invandrarna i Sverige är så [förslavade#neg#-2#0.5] och [förnedrade#neg#-2#0.5] att det inte går att [integrera#pos#2#0.5] dem i landet Sverige . I stället föreslog han att invandrarna ska få en egen stat ( inom Sveriges [gränser#neg#-2#0.5] ) med egen polis och egna myndigheter . Om Sverige inte ger invandrarna en egen stat inom Sveriges [gränser#neg#-2#0.5] , så ansåg han att [inbördeskriget#neg#-2#0.5] var [oundvikligt#neg#-2#0.5] . Frågan är om jag som svensk skulle få [lov#pos#2#0.5] att bo kvar i min hemstad Malmö ? Vad säger Flashback om [förslaget#pos#2#0.5] från Istvan ?
270	2018-01-19	DjungelJens	Om vi nu ska ta Istvans [förslag#pos#2#0.5] på [fullt#neg#-2#0.5] [allvar#neg#-2#0.5] , ser jag ändå många [hinder#neg#-2#0.5] som blir [svåra#neg#-2#0.5] att [lösa#pos#2#0.25] . Finns det några exempel på länder med 2 officiella stater ? Vad händer om den ena statens medborgare [begår#neg#-2#0.5] ett [brott#neg#-2#0.5] mot en medborgare av den andra staten exempelvis ?
271	2018-01-19	InflatableBoppo	Hur länge dröjer det innan invällarna söker asyl i Sverige då deras egna stat inom Sverige fallerat ? Blir det när de inser att skattepengar och [välfärd#pos#2#0.5] inte växer på träd ? [Självklart#pos#2#0.5] ska [babbeland#neg#-2#0.5] finansiera sig själv med egna skatteintäkter . De som [förstört#neg#-2#0.5] Sverige med [massinvandring#neg#-2#0.5] ska [stanna#pos#2#0.25] i [babbeland#neg#-2#0.5] och inte ens få tillstånd att resa till Sverige .
272	2018-01-19	InflatableBoppo	Hårda gränskontroller , en mur som skiljer_oss åt Visum för att resa_in till Sverige ska vara [extremt_svårt#neg#-3#0.75] att få alla som [begått#neg#-2#0.5] [brott#neg#-2#0.5] över [snatteri#neg#-2#0.5] ska [nekas#neg#-2#0.5] inresa . I förlängningen blir det inga [problem#neg#-2#0.5] .
273	2018-01-19	franskanalfabet	pytsa in alla kommunister , feminister och [kriminella#neg#-2#0.5] där . alla som inte haft ett [jobb#pos#2#0.25] tre år blir deporterad dit och alla som inte har en utbildning eller är [redo#neg#-2#0.5] att ta ett [jobb#pos#2#0.25] hamnar där . Så kan [avskum#neg#-2#0.5] och [slödder#neg#-2#0.5] sponsra varandra .
274	2018-01-19	helofin	Om du särar på parasiten och värddjuret [dör#neg#-2#0.75] parasiten .
