id	date	genre	text
430	2015-09-06	PBLMD	Antalet elever som blev behöriga till gymnasiet fördubblades efter att Malmö stad lade ner högstadiet på den problemtyngda Rosengårdsskolan. Att flytta elever från segregerade områden till mer blandade skolor är något fler kommuner har börjat med. Men inte alla tror att det är rätt väg att gå. Niondeklassarna i Rosengårdsskolan hade Sveriges sämsta skolresultat. 24 procent av eleverna blev behöriga till gymnasiet 2013 och bara 12 procent nådde målen i alla ämnen. Men efter att kommunen i april 2013 valde att lägga ner högstadiet och flytta alla elever till andra skolor i Malmö har situationen förändrats kraftigt. I år blev 50 procent behöriga och 34 procent godkänt i alla ämnen. Det visar en sammanställning som kommunen har gjort. Många flyttades till Limhamn Flera av eleverna från Rosengård som nu höjt sina betyg kraftigt började på Linnéskolan i det välbärgade området Limhamn. - Om man blandar elever så ser man hur någon annan lyckas. Då vill man lyckas själv. Det är samma som med fotboll. Om du ser en snygg dribbling så vill du kunna göra den själv. Och det är samma sak med lärande, säger Johan Revemark, rektor på Linnéskolan. "Fler borde ta efter" Bostadsområdet Rosengård i Malmö är ett socialt belastat och segregerat område där många som inte har svenska som modersmål bor. Rosengårdsskolans högstadium hade vid flera tillfällen kritiserats av Skolinspektionen för brister i trygghet, studiero och särskilt stöd. Därför fattades beslutet att lägga ner och flytta eleverna. I Malmö ses nu blandningen av elever med olika bakgrund som en anledning till att studieresultaten förbättrats. Fler borde ta efter, menar man. - De flesta högstadieelever är förhållandevis mobila och det går att tänka sig att man inte satsar på skolor som bara ligger nära. Man ska kanske satsa på en skola som ligger i gränslandet mellan två områden och som kan attrahera elever från mer än ett håll, säger Anders Rubin (S), skolpolitiker i Malmö. Vill ha eget högstadium I Rinkebyskolan i Stockholm tänker man dock annorlunda. Det finns väldigt lite av den blandning av elever som man numer eftersträvar i Malmö. Ändå har skolan på bara några år lyckats höja resultaten så att nästan 70 procent av barnen blir behöriga till gymnasiet. Här anser man att en egen högstadieskola är en självklarhet. - Vi har ett stöd genom en socioekonomisk tilldelning där vi har bättre ekonomiska resurser och har mer personal och fler lärare för eleverna. Jag tror att Rinkebyskolan har en viktig funktion för Rinkeby. Det är en mötesplats både för barn och ungdomar, både under och utanför skoltid, säger Rinkebyskolans rektor Carina Rennermalm. "En biljett till arbetslivet" När politikerna i Malmö nu ser resultaten av vad som hände efter nedläggningen av Rosengårdsskolans högstadium stärks övertygelsen om att högstadium i socialt utsatta förorter inte fungerar. Anders Rubin är i dag stolt över att man vågade genomdriva stängningen. - Det här är den viktigaste insatsen för dessa barns fortsatta liv. Ett godkänt grundskoleresultat och fortsatta studier i gymnasieskolan är väldigt mycket en biljett till arbetslivet, medan motsatsen är exakt lika tydlig. 
431	2015-06-19	PBLMD	Inrikes födda svenskar väljer att flytta från eller undvika att bo i bostadsområden där en viss mängd av befolkningen är utomeuropeiskt födda. Det visar resultatet av en doktorsavhandling. Emma Neuman vid Linnéuniversitetet står bakom forskningen och har kommit fram till att svenskfödda invånare lämnar eller flyttar inte till ett område när befolkningen består av fler än fyra procent med utomeuropeiskt födda. - Det kan bero på att man tycker att området har försämrats eller att man tror att det kommer att försämras, men det kan också bero på negativa attityder gentemot utrikesfödda. Vi kan inte särskilja orsakerna bakom, men förmodligen hänger de ihop, säger hon till Hem & Hyra. Emma Neuman, som i sin forskning har tittat på flyttmönster under 1990- och 2000-talet, ser också att var man bor kan påverka framtida jobb och hur länge man väljer att utbilda sig. Inrikesfödda bidrar till segregation Barn till inrikes födda som är uppvuxna i ett område med hög andel utrikes födda tenderar att klara sig sämre på arbetsmarknaden och är mindre benägna att utbilda sig efter gymnasiet. Däremot tenderar barn till utrikes födda som bott i områden där övriga befolkningen har samma etniska bakgrund att klara sig bättre på arbetsmarknaden. - Ofta framförs det att de som kommer till Sverige gärna vill bo nära sina landsmän. Det här kompletterar den bilden. Även de inrikes föddas flyttbeteende bidrar till den ökade segregeringen, säger Emma Neuman till Hem & Hyra. 
432	2015-08-07	PBLMD	Att ha könsseparerade badtider är att backa tillbaka till medeltiden, säger debattören Sara Mohammed. Elisabeth Strömberg, ordförande för Svenska Badmästareförbundet, anser istället att det viktigaste är att alla lär sig att simma. Sara Mohammed, från organisationen Glöm aldrig Pela och Fadime, diskuterade i kvällens Aktuellt frågan om könsseparerade badtider. Hon menar att det är ett sätt för islamister att påverka samhället i en konservativ riktning. -Det påminner mig och tusentals andra kvinnor som har flytt från könsapartheid i våra gamla hemländer att islamister försöker få svenska samhället att backa tillbaka till medeltiden. En regering som kallar sig feministisk ska inte bidra till könssegregerade aktiviteter. "Precis som Saudiarabien och Iran" Hon ser badtider som ett av flera andra tecken på att könsseparatiska idéer fått spridning i samhället och nämner att det finns kafeterior med kvinno- respektive herrdelar och SFI-undervisning där en skärm delar männen och kvinnorna åt. - Det är precis som Saudiarabien och Iran, det vill jag inte ha här i Sverige. Elisabeth Strömberg, ordförande för Svenska Badmästareförbundet, ser istället att det viktiga är att alla lär sig att simma, oavsett vad man bär för plagg, eller vilka man simmar med. - Eftersom det står i skolans läroplan att alla som ska få ett godkänt betyg i idrott ska vara simkunniga så förhindras man att få söka vidare till gymnasium om man inte lär sig att simma. "Burkinin fiffig" Hon påpekar att det finns flera andra alternativ till att ha könsseparerade badtider. - Med de här fiffiga burkini och andra badkläder så kan man dela badtider. Men Sara Mohammed ser inte den heltäckanden burkinin som en lösning. - Själva burkinin är en kvinnoförtryckande symbol som reducerar kvinnan till sexuellt objekt, den sexualiserar små flickors kroppar. Jag är orolig för din naivitet för konsekvenserna av det som du är inne på. Täkta kvinnor ökade simkunnighet Elisabeth Strömberg påminner att kvinnor även förr har behövt täcka sig när de badade, men att det ledde till att simkunnigheten ökade. - Det är kommunernas uppgift att vara tillgängliga och det kan lösas på olika sätt, bara alla får lära sig simma, säger Elisabeth Strömberg. 
433	2015-04-28	PBLMD	Samma dag som statliga Vattenfall kom med beskedet att reaktorerna i Ringhals stängs sju år i förtid var det kärnkraftförespråkaren och folkpartiledaren Jan Björklunds tur att frågas ut av Camilla Kvartoft i SVT:s Partiledaren. Huvudämnet för intervjun var med andra ord givet. Vad tycker du om Vattenfalls besked? - Det är ett olyckligt beslut som får allvarliga konsekvenser för jobben och klimatet. Vattenfall grundar beslutet på att kärnkraften inte är lönsam och det beror på att den rödgröna regeringen tänker höja straffskatten på kärnkraft. I grunden är det regeringen som ligger bakom detta, säger Jan Björklund. Skatten som folkpartiledaren syftar på är effektskatten på el. Men enligt Vattenfall har även de historiskt låga elpriserna, som har halverats de senaste åren, spelat en avgörande roll för beslutet att börja avveckla Ringhals redan 2018, sju år tidigare än planerat. De slitna gamla reaktorerna är helt enkelt inte särskilt lönsamma med dagens energipriser. "Miljöpartiet vill stänga" Även den borgerliga regeringen, där Jan Björklund var utbildningsminister, höjde effektskatten. - Det var när elpriserna var höga och Vattenfall gjorde enorma vinster på sina kraftverk. Då tyckte vi att det var rimligt att ägarna, det vill säga staten, plockade in en del av den vinsten. Att höja effektskatten nu är bara för att tvinga kärnkraften att stänga och det är det Miljöpartiet med miljöminister Åsa Romson i spetsen vill. Spricka i Alliansen Men även Björklunds allianskollega, centerpartiets Annie Lööf, applåderade dagens nedläggningsbesked. En spricka som Jan Björklund var bekymrad över. - Vi får väl se vart Centerpartiet tar vägen i den frågan. Jag hade hoppats att statsminsiter Stefan Lövfen hade bjudit in till en bred överenskommelse i energifrågan, men nu när han låtit Miljöpartiet bestämma innan de här samtalen ens kommit i gång känns de ganska meningslösa. Tisdagen var även dagen då Folkpartiet presenterade sitt budgetförslag, men den tilldragelsen överskuggades totalt av Vattenfalls delårsrapport och beskedet om den förtida avvecklingen av Ringhals. Men Jan Björklund fick även frågor om i vilken riktning han vill utveckla Folkpartiet och vilka värderingar som ligger bakom partiets politik. Social liberalism Björklund fick lägga ut texten om Folkpartiets arv som ett socialliberalt parti drivet av idéer till skillnad från många andra liberala partier som enligt honom grundats av grupper i samhället som velat slå vakt om sina intressen. Ord som indivuduell frihet i kombination med socialt ansvar, fri företagsamhet, jämställdhet och internationell solidaritet är de som Björklund själv väljer när han ska beskriva sitt partis värderingar. Folkpartiets riksmöte nyligen beslutade att partiet i högre ska lyfta de sociala välfärdsfrågorna. I intervjun ägnade Jan Björklund mycket tid åt att tala om situationen i äldreomsorgen som han vill förbättra. - Dessutom måste samhället göra mer för människor med funktionhinder och utsatta barn som växer upp i trasiga hem, säger Jan Björklund. Nytt utanförskap Men du satt med i alliansregeringen som sänkte skatten på arbete mer än på pensionerna och lät samtidigt bli att höja ersättningen tiill arbetslösa och sjuka. Hade ni inte kunnat göra mer för de här grupperna där många har det tufft i dag? - Vi socialliberaler tycker inte det finns en motsättning mellan att sänka skatterna och ta socialt ansvar. Har vi ett bra företagarklimat där det är lönsamt att arbeta får vi in mer skatteintäkter. Arbetslöshetsförsäkringen ska inte vara en försörjning och jag är orolig att den sittande regeringen håller på att skapa ett nytt utanförskap när man vill ta bort den bortre parentesen i A-kassan. Målkonflikt i skolan Skolan har varit Jan Björklunds politiska profilfråga i en lång rad år. Samtidigt visar studier att de svenska skolorna är mer segregerade och ojämlika än på mycket länge och att det fria skolvalet spelat en stor roll i den utvecklingen. En människas livsutsikter avgörs i hög utsträckning av vilken skola hon gått i. Frågan bekymrar den förre utbildningsministern som menar att problemen i första hand beror på socialdemokraternas kommunalisering av skolan för snart 25 år sedan. Samtidigt ser han målkonflikten där det fria skolvalet kan försätta en skola i en negativ spiral. - Det hjälper inte att ta möjligheten att byta skola. Det är samhället som måste se till att skolor med svårigheter får mer resurser. Folkpartiet vill bland annat locka lärare till problemskolor genom att erbjuda högre löner, men det avskaffar den nya regeringen. 
434	2015-03-09	PBLMD	Mer pengar till utsatta skolor för att höja låga resultat har varit ett budskap både från politiker på vänster- och högerskalan. Men det räcker inte, menar den kommunale grundskolechefen Lina Axelsson Kihlblom. - Vi har ett fritt skolvalssystem i dag som utarmar många skolor. En granskning som SVT Nyheter gjort visar att på nio av de tio skolorna i Sverige som hade sämst resultat förra året har majoriteten av eleverna invandrarbakgrund. Det är också de skolor som tar emot flest nyanlända unga. Lina Axelsson Kihlblom, kommunal grundskolechef i Haninge, var tidigare rektor på Ronnaskolan i Södertälje. En skola i ett område där majoriteten av de boende har utländsk bakgrund och där elever tidigare hade ganska dåliga resultat. Skolan har även tagit emot många nyanlända elever. Hon är förvånad att man tar upp problemet med segregation i skolor just nu. Segregerad skola Lärarnas riksförbund: "Elever växer upp i parallellsamhällen" Rektorn: "Vill man motverka segregation så bygger det på en vilja" - Det har vi vetat i flera år. Men det har varit lite av en död debatt för varje gång man har påtalat segregationsproblematik så har det lätt blivit att man är emot det fria skolvalet. Jag är övertygad om att man kan utöka det fria skolvalet och ändå behålla elevens rätt att gå i en blandad skolklass, säger hon i SVT Gomorron. Varför kommer det upp nu? - Jag tror att vi ser lite nya tankegångar i skolpolitiken och att vi på nått sätt når till vägs ände i den här frågan. Det här har ökat hela tiden och det är först nu vi börjar se att en skolsegregering faktiskt är negativt för alla elevgrupper - även den privilegierade gruppen. "Sverige har inte satsat på de svaga eleverna" Utbildningsminister Gustav Fridolin (MP) lyfter fram satsningar på utsatta skolor och elever på de skolorna som en viktig åtgärd för att höja resultaten. - De länder som har lyckats vända fallande skolresultat har just det gemensamt, man har investerat i de skolor och elever som behöver det mest. Så har vi inte gjort i Sverige. Väldigt mycket av resurserna har gått till elever och skolor som redan är ganska starka. Enligt Fridolin görs nu flera insatser för att lyfta skolorna. - Vi ska satsa på de skolor som har det tuffast, vi har nya regler för hur man tar emot nyanlända elever. Jag kommer att ge statens skolverk ett nytt uppdrag att kunna gå in och jobba med skolutveckling på enskilda skolor där vi sett att man under alldeles för lång tid haft låga resultat och får jobba tillsammans med huvudman där och sprida goda exempel. En nyckelfaktor som man sett hos skolor som har bra resultat är att lärare och rektorer haft tid att göra sitt jobb, säger Fridolin. - Det är en nyckelfaktor över hela skolsystemet, kan vi se att de får ägna sig åt sitt jobb då vänder också utvecklingen. "Måste inte finnas högstadium i förorten" Lina Axelsson Kihlblom håller med om att det är en nyckelfaktor, men säger samtidigt att det inte räcker med att ge mer pengar till utsatta skolor för att vända den negativa utvecklingen. - Kvalitet i undervisningen är väldigt viktig. Men vi måste komma i håg att i dag lever vi mellan två system. Att de flesta eleverna lever kvar i ett gammalt system, det är väldigt få som väljer skola. Det blir en privilegierad grupp, de med högutbildade föräldrar. Resten blir kvar i ett annat system så det utarmas. Enligt Axelsson Kihlblom utarmar det fria skolvalssystemet i dag många skolor, och hon menar att kommunerna "som är huvudman inte alltid lyckats kompensera för de negativa effekterna". - Man måste skapa struktur, man måste jobba med prognoser. Istället för att utvärdera skolan i juni borde man göra det i september. Vi vet då hur det kommer att gå och det är då vi ska göra insatser. Här måste skolan göra lite av en synvända, det är ett gammalt tänk att säga att vi ska utvärdera året i juni. Lina Axelsson Kihlblom tror även att det vore bättre med att ha större centrala skolor med mer resurser dit fler elever från olika områden kan söka sig, än högstadium i förorten. Tillkalla en kommission Fridolin instämmer i Axelsson Kihlbloms kritik och hänvisar till en OECD-rapport där man har djupgranskat den svenska skolan. Man har konstaterat att Sverige är det enda skolsystemet i världen där man har helt fritt skolval men samtidigt inte mekanismer som kan utjämna de skillnaderna som det kan bli. - På längre sikt måste vi titta på hur vi bygger upp utjämnande mekanismer i det svenska skolsystemet som man gjort i andra länder. Tillkalla en skolkommission där politiken får möta professionen och forskningen och jobba fram förslag på vad man ska ändra. 
435	2015-05-15	PBLMD	Socialdemokraterna bör verka för en individualiserad föräldraförsäkring, där två vårdnadshavare delar lika. Det skriver tre framträdande S-kvinnor på DN Debatt inför S-kongressen. De anser att dagens ojämlika uttag (76 procent för kvinnorna och 24 procent för männen) upprätthåller löneskillnader och könssegregationen på arbetsmarknaden. Krav på Individualiserad föräldraförsäkring har flera gånger tidigare väckt het debatt på S-kongresserna. 
436	2015-02-05	PBLMD	Efter det dåliga valresultatet i höstas, svaga opinionssiffror och utspelet om integrationspolitiken har Folkpartiledaren Jan Björklunds ställning varit ifrågasatt. Men en rundringning i partiet som SVT genomfört visar att han har ett starkt stöd för att fortsätta. Jan Björklund (FP) var stukad efter valet i höstas. Partiet fick 5,4 procent av rösterna i riksdagsvalet. Det var det näst sämsta valresultatet i partiets drygt 80-åriga historia. Och opinionsstödet har efter det fortsatt att svikta. I färska mätningar från TV4/Novus och Sifo ligger Folkpartiet under höstens valresultat. Men inför Folkpartiets landsmöte i november, där partiets ledning för två år framåt ska väljas, är stödet för Jan Björklund ändå starkt visar en rundringning till partiets 25 länsförbund som SVT gjort. Folkpartiets interna strid Betygsfrågan splittrar Folkpartiet Fortsatt FP-debatt om invandringen Av de 23 länsförbundsordförande som svarat anser 20 att Jan Björklund ska stanna på partiledarposten. "Samlande ledare" Christer Nylander, riksdagsledamot och länsförbundsordförande i Skåne tycker att det starka stödet är naturligt. - Han är väldigt bra ledare och lyckas samla ett parti som ibland har lite olika åsikter om olika frågor, t ex integrationspolitiken. Där samlar han ju en bred majoritet i partiet kring en ståndpunkt. Tre länsförbundsordförande uppger att de har stort förtroende för Jan Björklund men de vill ändå inte ge honom ett oreserverat stöd. En, som vill vara anonym, tycker att han bör avgå inom två år. Mathias Sundin, riksdagsledamot och länsförbundsordförande från Östergötland, tycker att medlemmarna ska få bestämma om Jan Björklund ska få fortsatt förtroende. Varken ja eller nej Och Malin Sjöberg Högrell, förbundsordförande i Uppsala län, vill varken svara ja eller nej på frågan om Björklund bör avgå. - Jag tycker som en del av det förändringsarbete som vi håller på med där vi ser över vår politik, bland annat integrationspolitiken, att man då också ska se över vem det är som ska leda partiet. Jag tycker att det är en naturlig del i förändringsarbetet. Det kan vara Jan Björklund men det kan också vara någon annan. Hon är kritisk till delar av Folkpartiets utspel om invandring och integration från i förra veckan och vill förändra politiken i mer socialliberal riktning. - Vi behöver diskutera vad vi menar med förslaget om att uppehållstillstånden ska vara tillfälliga tills man fått jobb, och jag saknar förslag om hur vi kan minska segregationen, säger Malin Sjöberg Högrell. Kräver ledarbyte Från andra håll i Folkpartiet hörs uttalade krav om Jan Björklunds avgång. Liberala studenter krävde på onsdagen att hela partiledningen ställer sina platser till förfogande. Och Folkpartiets kommunförening i Sigtuna har enhälligt ställt sig bakom en motion till länsförbundet i Stockholms län där de kräver att partiledaren byts ut. Dan Rosenholm, folkpartisktiskt kommunalråd i Sigtuna, uppskattar det Jan Björklund uträttat men vill se en kvinna på partiledarposten. - Vare sig Jan Björklund skulle klara av att vända opinionen eller ej, är det egentligen omöjligt att ha kvar symbolen för den gamla politiken när man vill visa upp det förnyade Folkpartiet, säger Dan Rosenholm. 
437	2015-05-04	PBLMD	Skoldebatten i Agenda förvandlades till ett sifferkrig. Och när Livekollen granskar debattörernas påståenden finns ingen klar segrare. Istället har både Gustav Fridolin (MP) och Camilla Waltersson Grönvall (M) båda delvis rätt i sina påståenden om förstelärare och satsningar på utsatta områden. Den ökande segregationen mellan olika skolor var utgångspunkten för söndagens skoldebatt i Agenda. Ett ämne som engagerade de båda debattörerna starkt. Moderaternas utbildningspolitiska talesperson Camilla Waltersson Grönvall sade att Alliansens satsning på karriärtjänster i utanförskapsområden måste få fortsätta och anklagade utbildningsminister Gustav Fridolin (MP) för att dra ner på antalet förstelärare i skolan. - Jag är faktiskt oerhört överraskad över att utbildningsministern står här i dag och förnekar att man har gjort en neddragning från 22.000 förstelärare till 17.000, sade hon och fortsatte: SD: Minska all asylinvandring i år - Och att särskilda satsningar på förstelärare i just utanförskapsområden, en satsning som vi vet är en av de mest verkningsfulla, där vi sticker ut som ett land, och inte alltid använder våra mest skickliga pedagoger där vi har de största utmaningarna - det förnekar utbildningsministern! Fridolin kontrade med att regeringens satsning på utanförskapsområden är tio gånger större än Alliansens. Under ett dygn har Livekollen nu satt tänderna i de båda politikernas påståenden. Efter granskningen står det klart att svaret på samtliga blir ett rungande "nja". Här kan du se vad vi har hittat: 1. Har regeringen dragit ner på förstelärarna? Camilla Waltersson Grönvall (M) sade att regeringen gjort en neddragning från 22.000 förstelärare till 17.000. Hon har delvis rätt. Men det handlar inte om att ta bort några befintliga tjänster, utan om att dra ner ambitionen. Alliansen lovade inför valet 22.000 förstelärare år 2018. Regeringen vill istället hålla fast vid Alliansens tidigare mål om 17.000 tjänster 2017. 2. Är förstelärarna "en av de mest verkningsfulla åtgärderna i utanförskapsområdena"? Camilla Waltersson Grönvall (M) sade att särskilda satsningar på förstelärare i just utanförskapsområden är en av de mest verkningsfulla satsningarna. Andreas Schleicher, direktör för OECD:s utbildningsdirektorat och ansvarig för Pisa-undersökningarna ger henne åtminstone delvis rätt. Han säger att förstelärare är en bra metod för att skapa karriärvägar för lärare och att det är en av de viktigaste faktorerna för att minska utbildningsskillnader. - Jag tror faktiskt att det verkligen behövdes. Det svenska skolsystemet har väldigt lite karriärmöjligheter om man jämför med andra skolsystem. Så jag tycker att stegen som Sverige nyligen har tagit är bra, säger han till Livekollen. Schleicher menar dock att det egentligen är för tidigt att uttala sig, eftersom den svenska reformen har funnits så kort tid. Det finns inte heller någon tillgänglig svensk forskning som stödjer Camilla Waltersson Grönvalls påstående. 3. Är regeringens satsning tio gånger större än Alliansens på just de skolor som har de tuffaste förutsättningarna"? Nja - blir livekollens svar eftersom utbildningsministern och Moderaternas utbildningspolitiske talesperson talar om olika saker, som inte riktigt går att jämföra. Den borgerliga regeringen beslutade i mars 2014 att öronmärka pengar för att anställa 175 förstelärare i femton så kallade utanförskapsområden där skolresultaten ofta är sämre än i övriga landet. Dessa lärare skulle få ett lönelyft med 10.000 kr per månad, dubbelt så mycket som de "vanliga" förstelärarna. I vårändringsbudgeten strök den rödgröna regeringen de 13 miljoner kronor det handlar om. Skolverket har redan beviljat statsbidrag till 181 förstelärartjänster i utanförskapsområden till i höst. De får nu nöja sig med samma 5.000 kr extra per månad som alla förstelärare får. I gengäld lovar utbildningsminister Gustav Fridolin (MP) att 125 miljoner kronor i år ska läggas på bredare lönehöjningar till fler lärare på skolor som har det särskilt tufft. Ser man till vad regeringen och Alliansen sammantaget vill lägga på skolor med dåliga resultat - i utsatta områden - så vill de lägga lika mycket: 300 miljoner kronor i år. 
438	2015-02-11	PBLMD	Trots avsaknad av vetenskapligt stöd genomförs nu betyg från fjärde klass. Testmetoden med frivilliga skolor i studien väcker också ytterligare kritik. - Konsekvensen av det här kan bli ett snedvridet resultat, säger betygsforskaren Alli Klapp. Hon är en av Sveriges ledande forskare inom just betyg och är även knuten till ansedda Columbia University, New York. Alli Klapp ser nu ett stort problem i att skolor själva ska ansöka om att få delta. - Vi vet att skolsystemet är segregerat och risken är att det blir skolor med enbart högpresterande elever som vill vara med, säger hon. Alli Klapp tillhör den grupp forskare som tidigare starkt avrått från att sänka betygsåldern. Detta baserat på omfattande forskning. Får inte ske på frivillighet Skolverket ska visserligen verka för att "en lämplig geografisk spridning sker" men Klapp ser ändå svårigheter. - Om man nu ska göra en försöksverksamhet så bör det ske på vetenskapligt sätt. Då måste skolor som deltar vara utvalda och det ska inte ske på frivillighet. Känns som politisk prestige Att försöket ska ske "i samråd med föräldrar", ställer hon sig också tveksam till. -Hela det här känns som oerhört mycket politisk prestige och ett spel där man inte tar hänsyn till varken elever eller skolan. Man kan också fråga sig varför man vill genomföra sådan här försöksverksamhet innan man gjort en utvärdering av betyg från årskurs sex, säger hon. 
439	2015-05-03	PBLMD	Skillnaderna i betygsresultat mellan olika skolor i Sverige ökar. Värst är det i storstäderna, men klyftan växer nu också i mindre kommuner. Orsaken är den ökande bostadssegrationen som gjort att elever med liknande bakgrund i allt större utsträckning går i samma skolor. SVT:s Agenda har besökt Murgårdsskolan i Sandviken där Mansour Farit och Shafik Alsaadi går. De har varit i Sverige i nio respektive fem månader. Ingen av dem har särskilt mycket utbildning i bagaget. De går snart ut nian, men är inte behöriga att gå vidare till gymnasiet. - Vi förstår inte till exempel matte så bra. Därför kommer vi inte kunna gå i gymnasiet nästa år, säger Mansour Sharif. Få behöriga till gymnasiet På Murgårdsskolan blir bara 60 procent av eleverna behöriga till gymnasieskolan. Johan Larsson som är rektor på skolan menar att det finns flera anledningar till att skillnaderna mellan skolor är så stora. - Vi har en hel del nyanlända elever och 40 procent av eleverna har inte svenska som modermål. Vi har också ganska många elever med problematisk frånvaro, alltså som inte kommer till skolan. Och då blir det problem. Dessutom har vi en kultur där det inte riktigt är okej att ha bra resultat i skolan, säger Johan Larsson. Djupa problem Det handlar således inte bara om antalet nyanlända. Problemet går djupare än så. På Murgårdsskolan klarade förr nästan alla att bli behöriga till gymnasiet. I dag är det bara sex av tio som kan gå vidare. - Om man bara tittar på resultatet så skulle det kännas tröstlöst. Man får analysera och titta på vad det beror på och därefter jobba på, säger rektorn Johan Larsson. Föräldrars utbildningsnivå påverkar Att jämföra med friskolorna är svårt. Men bara några kilometer från den problemtyngda Murgårdsskolan ligger Jernvallsskolan, som också är kommunal. Här går barnen till ortens tjänstemän från villaområdena. Här är 84 procent av eleverna behöriga till gymnasieskolan jämfört med 60 procent på Murgårdsskolan. Skillanden är hela 24 procentenheter. - Precis som på nationell nivå så är föräldrars utbildningsnivå den tydligaste förklaringen till skillnader i resultat mellan skolor, säger grundskolechefen i Sandvikens kommun, Lars Walter. Klyftorna ökar Om man ser på behörigheten till gymnasiet har avståndet mellan kommunernas bästa och sämsta skola ökat i mer än hälften av landets kommuner. Det visar en undersökning som tidningen Dagens Samhälle har gjort. Det finns kommuner med större skillnader, till exempel Tierp, Burlöv och Sundsvall. Men i Sandviken är det också tydligt. År 2011 skiljde det 20 procentenheter mellan bästa och sämsta skolan i kommunen. 2014 var samma siffra 38 procentenheter. En ökning med 18 procentenheter på tre år. "Skolorna är mer sorterade" Regeringens expertorgan, Institutet för arbetsmarknads- och utbildningspolitisk utvärdering (IFAU) har försökt hitta förklaringen till varför skillnaden mellan skolor ökar. Också inom samma kommun. - Elevsammansättningen i skolan har förändrats så att skolorna i dag är mer sorterade än förut. Elever med goda förutsättningar går i större utsträckning i skolan tillsammans med andra elever med goda förutsättningar. Och elever med sämre förutsättningar går i skolan tillsammans med andra elever med dåliga förutsättningar att klara skolan. Varför är det så? - Det beror till stor del på en ökad boendesegregation, säger Anna Sjögren, docent i nationalekonomi på IFAU. Det finns ljusglimtar Trots att Murgårdsskolan i Sandviken enligt rektorn plågas av språkproblem, skolk och bildningsförakt finns också ljusglimtar. Mansour Farit som knappt hunnit lära sig att läsa och skriva, har stora planer för framtiden. - I framtiden kanske jag ska bli doktor, säger Mansour Farit. I morgon, måndag, presenteras OECD:s slutrapport om hur den svenska skolan ska bli bättre efter de svenska elevernas kunskapsras i Pisa-undersökningarna. Skillnaderna mellan olika skolors resultat har redan pekats ut som ett problem av OECD. 
440	2015-02-02	PBLMD	Vårdnadsbidraget skadar integrationen, menar Jan Björklund (FP). Inte alls, menar Acko Ankarberg Johansson (KD), som är kritisk till att Folkpartiet sviker den överenskommelse som partierna gjorde så sent som i december. Folkpartiet går emot Kristdemokraterna och röstar med regeringen för att slopa vårdnadsbidraget. I kväll fick Folkpartiets partiledare Jan Björklund försvara sitt beslut i en debatt mot Kristdemokraternas partisekreterare Acko Ankarberg Johansson i SVT:s Aktuellt. Det största problemet med vårdnadsbidraget är att det riskerar att stänga ute kvinnor från arbetsmarknaden, hävdar Jan Björklund. Och allra hårdast slår bidraget mot segregationen. - Framför allt är det lågutbildade invandrarkvinnor som utnyttjar bidraget och det är den grupp som är allra mest segregerade. De lever i utanförskap i år efter år och är hemma under mycket lång tid, säger han. "Handlar inte om integration" Men Acko Ankarberg Johansson är "förvånad" över att Jan Björklund försöker få vårdnadsbidraget att bli en integrationsfråga. -Bland de utländska kvinnor som har möjlighet till vårdnadsbidrag är det sju procent som använder det. Är det sju procent som är skillnad mellan integration och segregation? Jag tror inte det, säger hon och fortsätter: - Du pekar ut en grupp på alldeles fel sätt. Låt även de familjerna göra sina val. "Får lön för att stanna hemma" I dag kan den som har ett par barn stanna hemma i flera år vilket även gör att barnen får det svårare att lära sig svenska, menar FP-ledaren. - Vill man vara hemma får man vara det, men att vi ska betala extra lön för att man ska vara hemma är olyckligt, säger han. Var överens innan jul Så sent som i december röstade Folkpartiet tillsammans med Kristdemokraterna och de övriga allianspartierna på en motion som skulle hindra regeringen att slopa vårdnadsbidraget. - Vi gick in 2006 och kompromissade om detta. Vi gav efter då. Under de åtta åren i regering och under den budgetprocess vi hade i höstas höll vi ihop om de kompromisserna. Det är ingen hemlighet att Folkpartiet i grunden är kritisk till vårdnadsbidraget, säger Jan Björklund. Hur ser du på att Folkpartiet sviker er, Acko Ankarberg? - Det är dåligt. Det hade varit bättre att ha en längre hållbarhet i sina löften. 
441	2015-09-17	PBLMD	Moderaterna i Karlshamn vill utreda möjligheten att låta kommunens allra yngsta umgås med den äldre generationen. Partiet föreslår därför att kommunen ska utreda om det är möjligt att samlokalisera barnomsorg och äldreomsorg. Enligt Moderaternas ordförande i Karlshamn, Emanuel Norén, har samhället blivit alldeles för ålderssegregerat och det är något som alla förlorar på. 
