id	mydate	author	posts	text	polarity
571	2021-08-05	StiQan	#100	Island. 90% vaccinerade, och flest fall någonsin senaste dagarna. Låga dödsantal	NEUTRAL
572	2021-08-05	RostigHink	#5728	75% av islänningar är fullvaccinerade. Uppenbarligen är det för lite för att stoppa deltavarianten.	NEUTRAL
573	2021-08-05	Raglefant	#1112	Ni pro-vaxxare projicerar så_mycket att man inte_ens orkar. Jag har inte länkat till Youtube en enda gång i den här tråden, jag har länkat till officiell_källor, större medier och vetenskapliga rapporter. Många vaccinskeptiker förefaller mer intresserade av att ta hand om sina kroppar och faktiskt stärka sitt immunförsvar än att ta ett experimentellt vaccin. Du reducerar det till föräter sig på D-vitamin och blir reklampelare för ett parasitmedel . Vet inte vad du syftar på med det sistnämnda, är det hydroxyklorokin? I_så_fall finns det en hel del som tyder på att det hjälper mot covid-19, även_om det inte kunnat slås fast med någon säkerhet än. URL URL Nåja, jag drar mig ur den här diskussionen strax. Vi kommer inte att dö av vaccinerna, och vi kommer inte att dö av covid, alltsammans är en storm i ett vattenglas. Det som oroar_mig är att myndigheter kommer att använda det som ursäkt för att göra samhället tristare, mindre mänskligt och samtidigt mer stabilt genom restriktioner och tvångsåtgärder som vi ännu inte ser något slut på.	POSITIVE
574	2021-08-05	Raglefant	#1112	I FHM:s statistik, jo. Inte i Socialstyrelsens däremot.	NEUTRAL
575	2021-08-05	RostigHink	#5728	FHM gör det? Det är jag rätt övertygad om att de inte gör. Jag tror inte att FHM ens får sådana rapporter.	POSITIVE
576	2021-08-05	prostetnic	#4210	Du menar att du tar tillbaks ditt tidigare påstående? Ja isf skulle saken ju vara klar.	POSITIVE
577	2021-08-05	Raglefant	#1112	Det kände jag inte till, men det verkar ju kunna vara effektivt även_om studier spretar i olika riktningar. URL Conclusions: Moderate-certainty evidence finds that large reductions in COVID-19 deaths are possible using ivermectin. Using ivermectin early in the clinical course may reduce numbers progressing to severe disease. The apparent safety and low cost suggest that ivermectin is likely to have a significant impact on the SARS-CoV-2 pandemic globally. Tack för tipset på ett ofarligt alternativ till experimentella vacciner.	NEUTRAL
578	2021-08-05	Raglefant	#1112	Över 98% av de över är fullvaccinerade. URL Du är okej med restriktioner i 10-15 år till om det behövs efter_att personer dött?	NEUTRAL
579	2021-08-05	kjellkritisk	#6704	Fortfarande har det sagts?? läs artikeln där det förekommer och läs vad som skrivs!	NEUTRAL
580	2021-08-05	Taggen2	#972	Jag känner till ett land, Sverige, där vi lyckades få ned den kraftiga dödligheten på svenska äldreboenden genom vaccination av personal och vårdtagare. Det rör_sig om tusentals individer. Vissa debattörer tycker vi ska offra dessa människor som byggt_upp Sverige och bara ge dem palliativa läkemedel.	NEUTRAL
581	2021-08-05	Raglefant	#1112	 Using ivermectin early in the clinical course may reduce numbers progressing to severe disease. Då tar de alltså inte upp akutplatser. Om det nu stämmer, moderate certainty osv, men det är en beprövad och ofarlig_medicin så det finns ingen_orsak att inte sätta in den. Annat än att patenten gått ut så_att läkemedelsbolagen inte kan tjäna_miljarder på den förstås. Vacciner är experimentella enligt FDA. Är det svårt att förstå ordet investigational ? URL URL Fan alltså, det är inte_ens att kasta pärlor för svin. Ni ifrågasätter allt som talar emot er blinda auktoritetstro trots_att enkla fakta är en googling bort, och absolut ingenting som talar för den oavsett vad man slår er i skallen med. Ni ger inga källor, och när ni ändå gör det fattar ni inte att de motsäger vad ni påstår, men domderar om att det är kritiker som länkar till Youtube-videos . Miffon. Orkar inte längre, så jävla engagerad är jag inte i vaccinen vare_sig till eller från. Lev era inskränkta liv och känn er bättre och finare än andra därför_att ni tycker exakt som SVT i varje tänkbar fråga. Lämnar tråden.	POSITIVE
582	2021-08-05	Raglefant	#1112	Medan andra tycker att vi ska vaccinera riskgrupper på frivillig basis och låta resten av oss leva våra liv som vi önskar. Nåja, lämnar tråden nu.	POSITIVE
583	2021-08-05	Taggen2	#972	Det är väl en linje man kan argumentera för även_om jag inte delar den.	NEUTRAL
584	2021-08-05	kjellkritisk	#6704	Fortfarande begriper du inte vad du läser, Ivermectin kan möjligen ha en effekt för redan infekterade att slippa IVA behandling eller korta sjukhusvistelse, vi får se vad de större studier kommer fram till, men den är inte preventiv, alltså kommer den belasta sjukvården. Jo om den inte visar_sig har någon större effekt ska den inte sättas in. Paracetamol är beprövat men det ska man inte heller sätta in hur som helst. Jag skiter i vad FDA tycker och tänker, jag läser forskningen och vad EMA skriver. Er fixering för USA är skrämmande, särskilt när förståelse i engelska är så låg. Så kom den om SVT! Vet du vad Journal of Medical Science, The Lancet och Nature?? Fast för vissa borde en trädgårdstidning passa bättre då ni plockar mest körsbär!	POSITIVE
585	2021-08-05	AztecCrystal	#651	Vad du i_första_hand bör ta är din medicin, Bill_Gates är en filantrop som finansierar utbildning världen runt, han är en mycket omtänksam man och högerklicken hatar honom av just den anledningen. Vare_sig du vill eller inte så är det din plikt att vaccinera dig, gör livet enkelt för dig, ta vaccinet.	POSITIVE
586	2021-08-05	HaVee71	#94	Han syftar på komikern, inte dig.	NEUTRAL
587	2021-08-05	RonPaul2008	#2025	Det skapas ju nya varianter pga alla som vaccinerar sig, följer ni inte nyheterna?	NEUTRAL
588	2021-08-05	AztecCrystal	#651	Länka gärna trovärdig_källa, valfri etablerad media, inte någon suspekt foliehatts-länk.	POSITIVE
589	2021-08-05	ArganaS	#1070	Du kommer att glömma alla problem med mitt vaccin.. lockande va?lite sugen blir du allt! Du gillar ju vaccin eller hur	NEUTRAL
590	2021-08-05	AztecCrystal	#651	URL Foliehattar och deras teorier avfärdade av expert från Karolinska_Institutet. Lita inte på främmande människor med låg utbildning och låg samhällstillit. Lyssna på de medicinska experterna, kompetenta journalister och andra medborgare som vill dig väl. Kavla_upp armen kamrat	POSITIVE
591	2021-08-05	ArganaS	#1070	Ohh! Du är ju helt bisarr.. kom ska jag hälpa dig, vi fixar en spruta åt dig. Du gillar ju sånt	POSITIVE
592	2021-08-05	AztecCrystal	#651	Majoriteten av alla som har dött i delta är ovaccinerade, den akademiska eliten i läkemedelsindustrin är eniga, vaccinet är säkert och effektivt. Din och andra galningars åsikter är försumbar, allra flesta vanliga medborgare har vaccinerat_sig nu, täckningen är över %.	POSITIVE
593	2021-08-05	AztecCrystal	#651	Är redan fullvaccinerad och har mitt hälsopass men tack för erbjudandet	POSITIVE
594	2021-08-05	ArganaS	#1070	Haha.. du kunde inte hålla_dig från att svara, jag visste det.. men du kan få mer vaccin av mig.. eller är du en antivaxxer av rang?	NEUTRAL
595	2021-08-05	AztecCrystal	#651	Tack och lov att svensk_folk är lydiga i en situation som detta. Och vad menar du med ni? Du tror väl inte att du slipper undan detta?	POSITIVE
596	2021-08-05	ArganaS	#1070	Vad fan ville du inte ha vaccin ? Du älskar ju det... är du antivax eller?	NEUTRAL
597	2021-08-05	AztecCrystal	#651	Sluta förpesta tråden med ditt spam, jag kommer ta vaccin vid varje tillfälle det erbjuds som den omtänksamma medborgaren jag är. Förstått?	POSITIVE
598	2021-08-05	Blåtå	#564	Nej man kommer inte slippa_undan er fascister men som tur är kan man ännu organisera sig och väcka de goda krafter innan det är försent, alla medel tillåtna	POSITIVE
599	2021-08-05	AztecCrystal	#651	Hahaha du är en riktig skojare, vad har de goda krafterna konkret gjort för att stoppa den utveckling som du ser negativt på? Svar: Noll, ingenting, nada	POSITIVE
600	2021-08-05	ArganaS	#1070	Gå och ta en spruta och lugna dig.. du gillar ju sprutor	POSITIVE
601	2021-08-05	AztecCrystal	#651	Hahaha och hur ska du lyckas med detta?	POSITIVE
602	2021-08-05	SmartSkalle	#312	Finns ingen anledning till att en normalfrisk människa ska vaccinera sig, alltid bra att utsättas för lite virus nu_och_då för att bygga_upp motståndskraft. Däremot fläskberg, gamlingar och multisjuka kan ju göra det om de vill. Lev som_vanligt är det bästa.	NEUTRAL
603	2021-08-06	ArganaS	#1070	Du... psst! Kom jag har sprutor med massor av vaccin till just dig du tycker ju om det så vad säger du?	NEUTRAL
604	2021-08-06	Helge.Palmcrantz	#18105	Så lokala eller regionala stanna hemma uppmaningar i Australien tolkar du som att vi, Sverige eller världen låser_in folk i deras hem?	POSITIVE
605	2021-08-06	Lukas17	#1590	Och hur stor är skyddseffekten mot exempelvis död? Var det inte CDC chefen som nyss sa att vacciner inte längre kan skydda mot smitta? Vad är din definition av effektivt? Länka vilken studie du vill om vaccinen. Jag kommer sedan ställa_dig frågor om studien som du bör kunna svara rätt på. Blir kul, jag är på. FMH slår inte_ens fast kasualitet i sina beräkningar utan räknar bara på vilka som har COVID-19 och sedan dör, oavsett dödsorsak.	NEUTRAL
606	2021-08-06	negrofoben	#4272	Just nu är det ju högtryck på vaccinationscentraler. I Kalmar län där man öppnade_upp för 16-18 åringar har nu över 45% fått första sprutan. Sverige har nu en bra chans att slippa en jobbig 4:de våg!	POSITIVE
607	2021-08-06	borskungen	#10634	Vacciner fungerar ytterst dåligt mot delta-varianten. Det är Ivermectin man ska använda. Uttar_Pradesh i Indien har % av befolkningen men hade bara % av coronafallen under andra_vågen tack_vare en smart strategi som bygger på bred användning av Ivermectin.	POSITIVE
608	2021-08-07	kjellkritisk	#6704	Och de har också bland de med högsta vaccinationstakt, hur mycket beskrivs här URL Så inte_ens där avstår man vaccin.	NEUTRAL
609	2021-08-07	KlartSur	#4575	De hävdar säkert att det inte längre är äkta ivermectin som tillverkas. Ägar av bolagen som tillverkar har antingen köpts eller har mördats och bytts ut. Det finns säkert vissa härinne som letar efter gamla tillverkningar som kan beställas från udda provinser i Indien. Det är så lätt att trolla och låtsas vara vaccinhatare. Det man skriver är inte mer absurt än de äkta inläggen från folkehattarna.	POSITIVE
610	2021-08-07	Triton5150	#262	Varför ljuger du? Ivermectin fungerar och används världen över. Högst troligen kommer ivermectin även finnas i länder som Sverige i framtiden vilket skulle rädda många liv. Lyssna gärna på hela Joe Rogans podcast med Brett Weinstein och Pierre Kory. Helt klart försöker mäktiga krafter inom läkemedelsindustrin stoppa ivermectin. Ett utbrett användande av ivermectin skulle leda till att läkemedelsbolagen förlorade enorm_summor. Bilda dig en egen uppfattning om du vågar. Lyssna på vetenskap och fakta kring ivermectin. Eller är det så_att du hellre är en liten rövhora och lydhund till starka kapitalistiska intressen? Känns som det senare i ditt fall.	POSITIVE
611	2021-08-07	borskungen	#10634	Uttar_Pradesh pressade_ned antalet nya_fall till 0,46 per en miljon invånare när bara % av befolkningen var fullvaccinerad. Det motsvarar att Sverige skulle ha knappt fem nya fall. Samtidigt ser vi en enorm smittspridning i länder som USA, Storbritannien och Spanien där mer än % av befolkningen är fullvaccinerad.	POSITIVE
612	2021-08-07	kjellkritisk	#6704	Och?? du kan ju inte_ens svara på hur många doser, med källa, Ivermectin som hade getts fram till samma period! Och om nu Ivermectin fungerar så bra varför vaccinerar man med den takten man gör i Uttar_Pradesh?	POSITIVE
613	2021-08-07	borskungen	#10634	Ivermectin säljs receptfritt så det går inte att få_fram den siffran. Vad vi vet är att strategin i Uttar_Pradesh från officiellt håll har varit att ge Ivermectin till personer i smittades närhet. Man ger Ivermectin 1) till sjukvårdspersonal 2) till familj, vänner etc. som varit i kontakt med en smittad Denna smarta strategi gör att man inte behöver ge så många doser totalt sett.	POSITIVE
614	2021-08-07	borskungen	#10634	Vad är ett påhitt ? Myndigheter i Uttar_Pradesh har gått ut och sagt att de använder Ivermectin på bred_front och ger det både till sjukvårdspersonal och till personer i smittades närhet. De säger att de är den delstat i Indien som började använda Ivermectin först. Utöver det har vi folk som självmedicinerar eftersom man kan få tag på Ivermectin receptfritt. Du får mejla myndigheter i Uttar_Pradesh om du har specifika statistikfrågor.	NEUTRAL
615	2021-08-07	RonPaul2008	#2025	Det står väl i kontraktet som stater skriver med bl.a Pfizer?	NEUTRAL
616	2021-08-07	Gulsippen	#2925	En egen uppfattning säger du? Vem är du rövhora och lydhund till när du sprider det du hittat på nätet? Vem vill destabilisera västerländsk förtroende för myndigheter? Fundera lite på det.	NEUTRAL
617	2021-08-07	kjellkritisk	#6704	Står det i pfizers kontrakt varför Uttar_Pradesh vaccinerar på bred_front när de nu påstås använda Ivermectin och det ska ha fantastisk effekt på Covid? Begriper du ens själv ditt trams??	NEUTRAL
618	2021-08-07	borskungen	#10634	Ytterligare en möjlighet. Man fick ned smittspridningen till 0,46 nya_fall per en miljon invånare när bara % var fullvaccinerade. Det motsvarar knappt fem nya_fall i Sverige. Då inser vem_som_helst att vacciner inte behövs.	NEUTRAL
619	2021-08-07	kjellkritisk	#6704	Ja och?? Alla läkemedel har biverkningar. Det måste ställas mot hur många det är och hur många som dött, behövt sjukvård eller till_och_med IVA behandling. CDC beskriver ju till_och_med att de flesta har efter några dagar återgått till normalt liv utan påverkan när de behandlats. Skulle vara intressant att se hur många unga_män som nästan direkt gått till gymmet. Ansträngande träning vid infektion vet man kan ge allvarliga problem.	POSITIVE
620	2021-08-07	kjellkritisk	#6704	Skulle inte kalla års forskning stressat!	NEUTRAL
621	2021-08-07	fingercuffs	#491	Ursäkta, visste inte att covid_19 funnits så länge.	POSITIVE
622	2021-08-08	borskungen	#10634	Och deras vårdare har naturlig_immunitet nu.	POSITIVE
623	2021-08-08	borskungen	#10634	Fast vaccinationer skyddar ju inte mot smittspridning enligt självaste CDC.	NEUTRAL
624	2021-08-08	kjellkritisk	#6704	Fast du blandar_ihop rapporter och orsakssamband, ja det finns inrapporterade misstänkta i din ena länk, det är inte samma sak som att det är orsakat av vaccinet, lär_dig läsa och förstå!	NEUTRAL
625	2021-08-08	kjellkritisk	#6704	Man vet för man följer_upp de allvarlig_biverkningarna, är okunnigheten så stor 2021, ja tydligen!	NEUTRAL
626	2021-08-08	Lawline	#5347	URL Om vaccinet dödar fler än vad det ska skydda mot så förstår man att folk inte vill ta det.	NEUTRAL
627	2021-08-08	StiQan	#100	Det här går förmodligen inte heller att använda som Kjellkritik enligt densamme.	NEUTRAL
628	2021-08-09	KlartSur	#4615	Så snart borde det finnas i Sverice som dött av vaccinet, dvs gånger fler än av Covid-19? Fantastiskt <grinning-face-with-big-eyes> <grinning-face-with-big-eyes>	POSITIVE
629	2021-08-12	prostetnic	#4234	Ja, att du inte riktigt tror på ditt påstående, men ändå inte har mod nog att erkänna det. Så när vi får facit i hand så räknar du med att du skall kunna hitta någon bortförklaring genom_att nu inte precisera vad du menar utan då skall kunna böja ditt svar så_att det på något vrickat sätt skall kunna försöka framstå som rätt med mycket god vilja.	POSITIVE
630	2021-08-12	Intensivtklok	#5471	Ja. Medelåldern säger ingenting om hur länge varje individ skulle ha levt utan infektion med coronaviruset.	POSITIVE
631	2021-08-12	prostetnic	#4234	Jaja, du nöjer dig tydligen med att förutsäga att det kommer finnas två personer som inte känner_sig tipp-topp om två år? Utan att ens specificera närmare tidpunkt? Ja då är det ju som_sagt en fullkomligt värdelös förutsägelse. Jag hoppas inte du själv tycker att det är en speciellt meningsfull förutsägelse...	POSITIVE
632	2021-08-12	Gynekologstol	#2995	Anledningen till att jag inte har vaccinerat_mig är att jag saknar förtroende för samhället. Om invandringen hade stoppats för år sedan så är det inte omöjligt att jag hade gjort ett annat ställningstagande. Jag har inte vid något tillfälle blivit tillfrågad om jag är vaccinerad, så jag har inte förlorat något överhuvudtaget på mitt ställningstagande. Jag är relativt högutbildad (civilingenjör), så jag antar att människor i min närhet antar att jag är vaccinerad.	POSITIVE
633	2021-08-12	Porky123	#1784	Detta väl inte så många som bryr_sig om det . Ett fåtal skulle jag vilja påstå.. Jag har helt slutat bry_mig överhuvudtaget... de får öka de får minska ,folk får dö , folk får bli sjuk vaccin hit vaccin dit who cares! Blev bye	NEUTRAL
634	2021-08-13	krautbrain	#2538	Tur att inget annat bolag är lika ruttet som Nestle som betalar doktorer att promota deras mjölkersättning istället_för äkta varan URL Ja eller Coca_Cola gör ju i_och_för_sig samma sak gällande socker... Träna är lösningen för fetma, men inte att sluta med läsk. Men Pfizer dom har nog rent mjöl i påsen. Dom betalar nog inte någon alls inom vetenskapen att stödja dom. Om det fanns några som helst frågetecken runt deras vaccin så skulle dom snällt vänta i flera år tills dessa var lösta och låta andra företag dra hem vaccinpengarna. Det är här skon klämmer för mig och det är förvånande att så många bara väljer att lita på dom. Det är klart att det vore förödande för företaget om det blev massiva problem av vaccinet, men är det något som skapar ett hållbart förtroende? Skulle dom vänta ifall inte alla risker var ordentligt utredda? Säljer flygbolag mer platser än som finns i ett flygplan? Risk vs Reward.	POSITIVE
635	2021-08-13	prostetnic	#4234	Jamen tänk själv istället. Eller är det för svårt för dig? Så du behöver be någon annan att tänka åt dig? Gå då och be din mamma istället_för_att be mig tänka åt dig.	POSITIVE
636	2021-08-20	Porky123	#1784	ja gör de om du vill ..	NEUTRAL
637	2021-08-20	Breakaway1	#706	Mycket klokt resonerat. Det är samma för mig. Om man då med samhället menar politiker och media. Det gäller förstås inte bara invandringen utan också andra ämnen som det mörkats och ljugits om. Om MSM pushar starkt för en sak så vet man oftast per automatik att den motsatta synvinkeln är den korrekta positionen att inta. Det gäller förstås inte allt men fungerar bra som tumregel. Eftersom jag jobbar hemifrån träffar jag inte så_mycket folk men trots det har jag redan fått frågan om jag är vaccinerad eller ej ett par gånger. Bl.a. av en granne som jag knappt känner. På jobbet har det börjat hetsas rejält om injicering från ledningshåll. Det underliggande budskapet är ungefär det är självklart helt frivilligt, men om du vägrar så är du en vidrig och oansvarig människa som vi egentligen inte vill ha anställd .	POSITIVE
638	2021-08-21	prostetnic	#4234	Nä det tänker jag inte, du får själv gå och be din mamma tänka åt dig.	NEUTRAL
639	2021-08-28	kyrkstocken	#2450	Här har man ju helt klart frångått försiktighetsprincipen. Neurosedyn någon? Vi vet inte hur detta kommer att sluta. Kanske går det bra, kanske går det mindre bra. Vi får vänta och se. Tråkigt att diskussionen är så svart-vit från båda sidor.	POSITIVE
640	2021-08-28	Taggen2	#982	Neurosedyn var år sedan. Tragisk historia. Bla USA o Frankrike godkände ej preparatet, vilket dock vi gjorde. Sedan dess har alla större instanser som godkänner läkemedel ändrat sina krav innan läkemedel godkänns. Tycker inte man får höra om flertalet nutida läkemedelsskandaler vilket känns tryggt. Det jag ffa minns förutom adjuvansen skvalen i nya influensavaccinet (Influensavirus A (H1N1) pdm 2009).	POSITIVE
641	2021-08-28	MachDiamonds	#1328	Det finns skäl till att du inte hör om några skandaler, bolagen köper sig fria nuförtiden. Det här är relevant läsning: URL	POSITIVE
642	2021-08-28	Taggen2	#982	Inte kulläsning. Förlikningar kommer man inte ifrån, särskilt i USA. Kan ju dock inte påstå att bolagen kommer_undan med massor. F.ö. kan man ju inte ondgöra sig över att bolagen friskrevs från ansvar iom nödgodkännandet, det ligger ju i sakens natur.	POSITIVE
643	2021-08-31	svedjo88	#102	Med tanke på alla nya farlig_mutationer som bildas och sprids bland främst alla ovaccinerade så är det inte konstigt att folk ställer en sådan självklar fråga till dig. Dom är rädda om sig själva och sina medmänniskor!	POSITIVE
644	2021-08-31	svedjo88	#102	Exakt! Många verkar inte kunna förstå sig på att tekninen för att ta_fram dessa vacciner går betydligt fortare idag med samma resultat som förr. Precis som med allt annat. Dessutom är det ett vaccinprojekt som många länder samtidigt har jobbat på för att rädda liv, då är det inte konstigt att det går såpass fort.	POSITIVE
645	2021-08-31	Stopp.Belagg	#469	Din kropp har skickat en tydlig signal att injektionen är skadlig för dig. Lyssna på den signalen. Du tycks ha ett starkt immunförsvar i grunden. Troligen har du försvagat detta något, i_och_med injektionen. Det borde dock gå att bygga_upp igen efter hand. Du bör nog vara lite extra noga med hur du tar hand om din_kropp ett par år framöver. Jag hoppas att du lyckas återställa ditt starka immunförsvar och slipper diverse infektioner och andra problem.	POSITIVE
646	2021-08-31	Stopp.Belagg	#469	Du resonerar så förnuftigt här att det förvånar_mig att du lät dig injiceras. Jag har inte något mer att tillägga till det du skriver, köper resonemanget rakt av.	POSITIVE
647	2021-08-31	Nebeltag	#6202	Jag är själv lite förvånad ärligt talat. Det som fick mig att trots allt ta sprutan var deltavarianten och farhågor att allt farligare mutationer är på ingång. Min magkänsla just nu är dock att jag borde ha väntat tills det finns möjlighet att själv välja vaccintyp. Tror mycket på de nässprejsvaccin som är under utveckling t.ex.	NEUTRAL
648	2021-08-31	Stopp.Belagg	#469	Varifrån kommer uppgiften att den nya varianten är hälsofarligare? Mer smittsam men snarare mindre farlig, trodde jag, som mutationer plägar vara.	NEUTRAL
649	2021-08-31	Nebeltag	#6202	Dubbelt så stor risk att hamna på sjukhus påstås det t.ex. URL Har väl varit en hel del nyheter i den här stilen den senaste tiden.	NEUTRAL
650	2021-09-02	nidhoogen	#994	I West Virginia har antalet som dör fullvaccinerade ökat med 25% de senaste veckor enligt deras guvernör; URL Men det betyder väl bara att vaccinen funkar?	POSITIVE
651	2021-09-02	SagaVestenBoots	#233	Det var med största sannolikhet inte att de var ovaccinerade som var orsaken till iva. Troligtvis var dessa sju personer negrer eller araber, vilket betyder att orsaken för deras intensivvårdsbehov grundar_sig i_brist_på d-vitamin.	NEUTRAL
652	2021-09-02	SagaVestenBoots	#233	18% kloka individer alltså. Än finns det hopp för mänskligheten.	POSITIVE
653	2021-09-02	GylleneUttern2s	#299	Ja men dåså, det borde väl räcka? Kanske kommer upp i 85-87% snart också? Det borde väl räcka, varför tjafsar alla så mycket?	POSITIVE
654	2021-09-02	Lost.Villain	#4116	Jo 18% Dunning-kruger individer räddar mänskligheten.	POSITIVE
655	2021-09-02	GylleneUttern2s	#299	Tycker båda sidor tjafsar lika mycket på varandra jag. Men du svarar inte, räcker det inte med så stor procent?	NEUTRAL
656	2021-09-02	nidhoogen	#994	40 stycken (utav miljoner) med Dunning kruger ligger nu på IVA. Var inte som dessa Fyrtio (av mijoner). Lita på vetenskapen. Lita på SVT. Ta 3dje dosen - för solidariteten. För att sätta det i perspektiv hur ofantligt många dessa personer utav miljoner är - de motsvarar 0,00036364% av befolkningen. Ja, det är så illa. Ta vaccinet nu!	POSITIVE
657	2021-09-02	SagaVestenBoots	#233	Ännu ett exemplariskt bevis på att vaccinen orsakar nedsättningar av kognitiva funktioner.	POSITIVE
658	2021-09-02	Lost.Villain	#4116	Hur menar du? Ni är ju inte fler i dagsläget.	NEUTRAL
659	2021-09-02	SagaVestenBoots	#233	Vacciner verkar ha bränt ut dina kognitiva funktioner. Det är ni som tagit sprutan som står för Dunning-kruger i sammanhanget.	NEUTRAL
660	2021-09-02	GylleneUttern2s	#299	Ok, låter konstigt. Men DU håller alltså med mig om att ca 85% är en tillräcklig siffra med vaccinerade i ett land?	POSITIVE
661	2021-09-02	Lost.Villain	#4116	Jag tycker att det räcker ja. Om några veckor är vi nog där.	POSITIVE
662	2021-09-02	Herz	#1058	Snarare flytta_ut från denna nya diktatur. bye bye sweden	NEUTRAL
663	2021-09-03	Kämpendahl	#12441	70,8 procent av personer över år är nu fullvaccinerade*. 82,1 procent har fått första sprutan. procent av ungdomar har fått minst en spruta. Vaccineringar går framåt, men tyvärr behöver fler gå dit och få sina sprutor. Acceptansen för vaccin mot covid är hög i Sverige, procent har sagt att de kommer att ta eller troligen ta vaccin när de blir erbjudna. * Med fullvaccinerad avses den som tagit två sprutor vilket är den officiella benämningen i vaccinationsprogrammet. Det brukar alltid vara någon utvecklingsstörd som påtalar att vi måste ta boosterdoser hela livet och aldrig blir fullvaccinerade.	NEUTRAL
664	2021-09-03	Lukas17	#1590	Den enda komplikationen av COVID-19 som är riktigt olycklig är ju död, och jag orkar inte vaccinera_mig för en tillfällig riskreduktion på kanske 0,007 % eller vad det blir. Jag är också frisk, har inga sjukdomar, har bra D-vitaminnivåer, bor i en liten stad och träffar inte så många just nu. Vad är liksom poängen? Jag är fascinerad över att folk är så livrädda. Men det kanske är så när man är ett chipsmiffo som inte kan stava till hälsa. Finns inget att oroa_sig för, än sålänge. Får se om det ändras. På nyhetsmorgonen snackar de om biverkningar av COVID-19 som vore så låga att det inte är anmärkningsvärt. Vad bra, då är inte dödligheten heller anmärkningsvärd bland unga och därför bör jag inte vara rädd för den heller (spegelvänt resonemang). Folk kan fortsätta med sitt fredagsmys och tro att de är hälsosamma. Siffror ljuger inte, skrämseln har varit total.	POSITIVE
665	2021-09-03	kaReri182	#2002	Om du lever isolerat och följer de rekommendationer som ges gällande hålla avstånd osv är det helt OK att överväga att inte ta vaccin. Det är dock ytterst få som står ut med att aldrig komma i kontakt med andra människor och för dem är vaccinet enda alternativet. Vilka menar du tjäna_pengar på coronaviruset? Läkemedelstillverkare tjäna_pengar på all form av läkemedel. Det är liksom deras affärside.	POSITIVE
666	2021-09-03	Lukas17	#1590	Jag uttalar_mig endast om jag är ganska säker på min sak. Tack dock, får hoppas dramat är över snart!	POSITIVE
667	2021-09-04	Salamialeikkaan	#24	Eller så tänker skeptikern så här: Steg Nu har jag tagit sprutan, nu ordnar det sig Steg Nu har jag tagit båda sprutorna, nu kan snart samhället gå tillbaka till det normala Steg Nu behövs bara några booster-shots, sedan blir allt som_vanligt igen Steg Nu är det för sent Booster- shots gånger om året när uppmaningen att kavla_upp kommer, annars får du inte handla din mat, resa med kollektivtrafik, eller annars utnyttja din frihe...eller just det, frihet, det avskaffades visst redan!	POSITIVE
668	2021-09-05	1488hh	#313	För att nivån av vitamin-D tar tid att bygga upp.	POSITIVE
669	2021-09-05	Taggen2	#982	Den är inte_det_minsta jobbig. Koll på fakta har däremot inte många. I Israel har man kommit_fram till att man vaccinerade folk för tätt, vilket gjorde att skyddet blev sämre. Det är inte vacciner fel, utan vaccineringstakten. En tredje_dos korrigerar detta. Skönt när sanningen kommer fram. <smiling-face> <smiling-face> <smiling-face> <smiling-face>	POSITIVE
670	2021-09-05	1488hh	#313	Vitamin-D tas i förebyggande syfte och det finns gott_om evidens. Ta_på_dig dumstruten.	POSITIVE
671	2021-09-05	Epimanes	#2833	Om de har så svår brist att de inte har mätbara nivåer så skulle jag nog uttrycka mig lite starkare än att det ej gör saken bättre.	NEUTRAL
672	2021-09-05	SagaVestenBoots	#233	Det beror på att ni läkare inte fått läsa på om vitamin-D tillräckligt. Dessutom är ni väl bakbundna av socialstyrelsen och regeringen och vågar därför inte agera utanför deras ramverk.	POSITIVE
673	2021-09-05	Lukas17	#1590	Han är ingen läkare. Han kanske vill ge sken av det men har diskuterat med han förut och han kan inte saker som en läkare ska kunna därför kan jag säga att han garanterat inte är det. Om han hade fått välja mellan vaccinet eller vitamin-D så hade han valt vaccinet. Jag hade valt D-vitamin. Jag har träffat på läkare som kan mindre än jag när_det_gäller hälsa och en massa annat. Så man ska inte hylla de till skyarna.	NEUTRAL
674	2021-09-05	Taggen2	#982	Varken regeringen eller Socialstyrelsen bestämmer hur svenska läkare ska behandla covid-19-patienter. Utveckla gärna din uppdattning att läkare inte känner till vit-D tillräckligt.	POSITIVE
675	2021-09-05	Taggen2	#982	85000 studier på vitamin D. Så många är det aldrig. Länka isf t pubmed.	POSITIVE
676	2021-09-05	Nixter	#4371	Intressant nog visar undersökningar att i USA är de högst utbildade är i just denna minoritet , som på många håll i Europa och USA är stor. Stå på Er. Vaccinet är en bluff. I Israel skickar man nu ut dos och har ändå världens högsta smitta. Skiten funkar ju inte detta är nu uppenbart för alla med en IQ högre än en fiskmås. Lyssna på Montagnier URL Lyssna på Senator Roberts från Australien URL Lyssna på Eric_Clapton URL	NEUTRAL
677	2021-09-05	NurseRatched	#15421	Jaha? Nu giilar ja ECs sätt att spela gitarr men vad har det där med mitt inlägg att göra?	POSITIVE
678	2021-09-06	Nixter	#4371	Det är ingen liten avvikande minoritet. Det är den intelligenta 10% i Sverige och en väsentligt mycket större del i andra länder.	POSITIVE
679	2021-09-06	EastClintfood	#3883	Så med_andra_ord erkänner du att du tillhör till de 90%. Stort av dig att kunna erkänna det	POSITIVE
680	2021-09-06	Lost.Villain	#4119	Och du tillhör den lilla minoriteten.	NEUTRAL
