id	mydate	genre	text  
144	2021-01-18	PBLMD	Polisen i Jönköping varnar för bedragare som kan försöka utnyttja osäkerheten kring vaccineringen. Bedragare har börjat ringa runt för att försöka lura folk och säger att de vill boka en vaccinationstid och uppmanar att identifiera sig med bank-id. Lägg på luren direkt om du känner_dig stressad eller pressad av någon som ringer uppmanar polisen i Jönköping. Du kommer aldrig bli uppringd av Folkhälsomyndigheten eller regionen för Covid-19-vaccination. Utan det är du själv som bokar din tid, oftast via 1177, du kan även bli kallad via brev. För att undvika att bli lurad ska du alltså lägga på luren om någon vill komma hem till dig, vill att du ska identifiera dig via bank-id eller försöker stressa dig i samtalet om vaccinationen. Det är framför_allt äldre personer som utsätts.  
145	2021-01-18	PBLMD	Polisen ska kunna dela_ut en bot på 2_000 kronor direkt till den som bryter mot vissa regler i den nya pandemilagen, har Riksåklagaren nu beslutat. Även ungdomar 15-18 år kan straffas. - Beloppet är satt, men hur föreskrifter kan komma att se ut vet vi inte än. Vi får avvakta tills vi vet hur regeringen gör, säger kammaråklagare Isabelle Bjursten till SVT Nyheter. Den nya pandemilagen, som gäller fram till den sista september 2021, ger regeringen större möjligheter att agera för att stoppa spridningen av covid_19 och innebär bland_annat att gym, sportanläggningar och köpcentrum kan tvingas stänga. Men pandemilagen innebär också att privatpersoner kan bötfällas om de bryter mot de bestämmelser som satts upp, till_exempel regler kring antalet personer som får samlas. Nu står det klart att bötesbeloppet blir 2_000 kronor, och att polisen kan utfärda boten direkt på plats. Flera myndigheter, däribland Polisen och Folkhälsomyndigheten har fått lämna sina synpunkter på förslaget och alla är övervägande positiva. Kammaråklagare Isabelle Bjursten menar dock att det är viktigt att förstå att det inte innebär att personer kommer att kunna bötfällas från_och_med nu. - Från Riksåklagarens sida är det här en förberedelse för vad som kan komma att hända när och om regeringen utfärdar de föreskrifter som nämns i nya pandemilagen, säger hon till SVT. Även ungdomar kan straffas Sveriges Kommuner och Regioner, SKR, anser dock att beloppen skulle kunna vara lägre eftersom böter även kommer kunna tilldelas ungdomar i åldrar 15-18 år, som gärna samlas i grupp. Riksåklagaren menar att beloppet bör vara tillräckligt högt för att signalera att överträdelsen är allvarlig, men har tagit hänsyn till att straffansvaret gäller även ungdomar, som normalt har lägre påföljder än vuxna. - Man måste försöka hitta en balans. Där har vi landat i att 2_000 kronor är en lämplig summa, säger kammaråklagare Isabelle Bjursten. Det nya bötesbeloppet träder i_kraft den januari.  
146	2021-01-18	PRDCL	Skall man som vårdpersonal tvingas till vaccinering? I Skåne är det många av vårdpersonalen som vägrar att ta coronavacciner. I Burlövs kommun vill fyra av tio anställda inte ta vaccinet. I Helsingborg har tre av tio i vårdpersonalen på ett flertal äldreboenden gjort samma bedömning. Men de som står på sig riskerar omplacering.  
147	2021-01-19	BLOG	PANDEMI. Över miljoner israeler har redan vaccinerats och man är på god väg att till slutet av mars ha vaccinerat alla över år. En rad faktorer har möjliggjort för Israel att bli den globala ledaren i vaccinationen mot covid-19, skriver Israels viceambassadör Efrat Hochstetler i Expressen. Att coronaviruset inte låter sig stoppas av gränser, det står klart - och världen över står länder inför samma utmaningar avseende sjukvård och ekonomi. Ända sedan pandemins början har Israel framträtt som en ledare i den globala kampen mot viruset - och man har lärt av andra länders erfarenheter samtidigt_som man har delat sina egna erfarenheter med världen. Tidigt tvingades man göra de svåra valen - att stänga gränser, skolor och affärer och begränsa all icke-nödvändig aktivitet i samhället. Samtidigt har man understött en våg av innovation relaterad till pandemin. Genom_att dela data med vaccintillverkaren Pfizer och världen kommer Israel även att spela en nyckelroll i_fråga_om att demonstrera vaccinets effektivitet och utveckla globala strategier för att övervinna pandemin. Sjukvården i Israel har vunnit internationellt erkännande för sin effektivitet. Alla med israeliskt medborgarskap eller permanent uppehållstillstånd är garanterade vård. Varje israel, utan avseende på ålder eller hälsostatus, kan välja mellan fyra olika sjukvårdsförsäkringar som erbjuder standardiserade vårdlösningar utan vinstsyfte. Sammanlagt finns tusentals mottagningar landet över som erbjuder samhället sina tjänster. Läs hela artikeln på Expressen ... - Pettersson tror att Sverige skulle ha mycket att lära av Israel. Det israeliska samhället står dagligen inför hot, de är tvungna att vara effektiva och kan inte slösa med resurser, men nu har Sverige valt att i_stället stödja araber med resurser till terror ... I Sverige är 147.000 vaccinerade.  
148	2021-01-19	MDCL	Antalet patienter med covid_19 har minskat på landets sjukhus den senaste veckan. Tuffast är läget just nu i södra Sverige. På nationell nivå har antalet patienter som vårdas för covid_19 minskat. I dag, tisdag, befinner_sig 2_160 covidpatienter på sjukhusens vårdavdelningar. - Det här är ungefär färre patienter jämfört med förra veckan, sa Taha Alexandersson, ställföreträdande krisberedskapschef på Socialstyrelsen, vid dagens myndighetsgemensamma presskonferens. procent av patienter finns i storstadsregionerna. Men tittar man på andelen patienter i_förhållande_till befolkning så är det i södra Sverige som sjukvården har det tuffast just nu. Även inom intensivvården syns en minskning av antalet patienter. Enligt de senaste siffror vårdas patienter med covid_19 på någon av landets intensivvårdsplatser. Det är drygt patienter färre jämfört med förra veckan, enligt Taha Alexandersson. - Det är en stor variation mellan landets regioner och den dagliga IVA-samordningen och den nationella koordineringen behövs fortfarande. Eskaleringar behövs fortfarande och framför_allt ett nyttjande av de transportresurser som finns för att verkligen kunna nyttja hela landets intensivvårdskapacitet, sa hon på presskonferensen. Enligt den senaste statistiken från Folkhälsomyndigheten har ytterligare dödsfall med covid_19 rapporterats, vilket innebär att totalt nu avlidit i Sverige. Sammanlagt har personer i Sverige bekräftats smittade av covid-19.  
149	2021-01-19	MDCL	En liten studie visar lovande resultat i_form_av högre överlevnad bland de som fått stamcellsbehandlingen. En liten studie visar att personer med covid_19 som fick infusioner med stamceller från navelsträngar hade en högre överlevnad än personer som fick placebo. Enligt studien, som har publicerats i Stem cells translational medicine, var också återhämtningstiden kortare för de personer som hade fått stamcellsbehandlingen. Hälften fick stamceller från navelsträngar Mesenkymala stamceller är multipotenta celler som kan differentiera sig till flera olika celltyper, till_exempel ben, brosk och fett. De är också kända för sin förmåga att dämpa överaktiva immunsystem och inflammatoriska processer och kan bland_annat främja läkning av vävnader. På_grund_av denna förmåga prövas transplantation av mesenkymala stamceller som behandling mot olika inflammatoriska sjukdomar. Under det senaste året har de prövats mot svår covid_19 i flera små kliniska_studier. Forskningen är ännu på ett tidigt stadium, men resultaten anses lovande. Dessa stamceller kan samlas_in från flera olika vävnader. I den aktuella fas I/II-studien användes mesenkymala stamceller från navelsträngar som donerats vid kejsarsnitt. En enda sådan navelsträng kan ge tillräckligt med celler för omkring 10_000 doser av den studerade covid-19-behandlingen. I den randomiserade placebokontrollerade studien ingick personer som vårdades på sjukhus för covid_19 och utvecklade akut andningssvikt. Denna komplikation är farlig och ofta dödlig. Hälften av patienter fick två infusioner av mesenkymala stamceller med timmars mellanrum. Den andra hälften fick placebo. - Det var en dubbelblind studie. Varken läkare eller patienter visste vem som fick behandlingen och vem som fick placebo, säger Camilo Ricordi, forskaren som har lett studien, i ett pressmeddelande. Högre överlevnad Det primära syftet med studien var att se om behandlingen var säker, vilket den visade_sig vara. Som sekundära utfallsmått hade forskar överlevnad och återhämtningstid. dagar efter sista infusionen hade procent i stamcellsgruppen och procent i placebogruppen överlevt, enligt studien. Även tiden till tillfrisknande var signifikant förbättrad hos dem som fick stamceller. - Våra resultat bekräftar den kraftfulla antiinflammatoriska, immunmodulerande effekten av stamceller från navelsträngar. Dessa celler har tydligt hämmat cytokinstormen , ett kännetecken för allvarlig covid-19, säger Giacomo Lanzoni, Ph.D, huvudförfattare till studien. Forskar anser att resultaten i studien är ett starkt underlag för att göra en större studie för att uppskatta och fastställa effekten.  
150	2021-01-19	MDCL	För två år sedan beslutade Region Dalar att ett sprututbytesprogram skulle införas 2020. Men på_grund_av pandemin har planer lagts på is, rapporterar SVT. Sedan kommuner veto slopades våren har en majoritet av landets regioner infört sprututbytesprogram för missbrukare. I Dalar beslutade politiker för två år sedan att ett program skulle införas under 2020. Regionen har dock haft problem med att hitta en lokal - och när det väl såg_ut att lösas slog pandemin till. - Pandemiläget har ju gjort att detta inte kunnat komma framåt. Det är ju infektion som det här ligger under och de har - och har haft - fullt upp med covid, säger Sofia Jarl (C), regionråd med ansvar för hälso- och sjukvård i Dalarna, till SVT Nyheter Dalarna. Enligt Sofia Jarl går det inte heller att säga när ett sprututbyte kan dra igång. För tillfället är all verksamhet som inte är kopplad till covid-19, eller akut och tidskritisk, i_princip inställd. Personalresurser måste användas till det som är mest akut. - Nu är vi mitt i andra_vågen och vi törs inte säga, från en dag till en annan, om vi tror att det går att skala_upp annan verksamhet, säger hon. Enligt SVT har av landets regioner infört sprututbytesprogram.  
151	2021-01-19	MDCL	Hittills har få analyser av covidprover gjorts för att upptäcka den nya brittiska varianten av coronaviruset. Folkhälsomyndigheten lovar dock att kapaciteten ska öka. Och det är bråttom, menar experter på området. Den brittiska varianten av covid-19-viruset tros ha en ökad spridningsförmåga, men inget tyder i nuläget på att den skulle ge svårare sjukdom. Det är också oklart om vacciner fungerar annorlunda med den. Varianten påvisades i Sverige i_slutet_av förra året. En vecka in i januari hade fall bekräftats i Sverige. Nu, fram till den januari, har man hittat varav inte hade någon direkt koppling till resor. Kritik har lyfts för att Sverige gör för få analyser för att hitta den brittiska varianten. Helgenomsekvensering gjordes i_början_av året bara på en liten del av prover i Sverige, omkring procent. Det kan jämföras med exempelvis Danmark och Island, som enligt en sammanställning av Washington Post i_slutet_av december gjorde helgenomsekvensering i omkring procent av fallen. Mest i den genomgången gjorde Australien med nära procent. Folkhälsomyndigheten har dock påpekat att det finns möjlighet i några regioner att screena fram eventuella fall av den nya virusvarianten, där man sedan kan göra en helgenomsekvensering. Och de lovar en ökad kapacitet att analysera prover. - Det är en verksamhet som snabbt utvecklas. Det kommer ske fler_och_fler analyser nationellt över de närmsta veckorna. Och vi har även vi en dialog med de regionala labben. Det här kan göras på ganska många ställen i landet, sa statsepidemiolog Anders_Tegnell på den myndighetsgemensamma presskonferensen på tisdagen. Och det är bråttom enligt flera experter som Sveriges_Radio Ekot pratat med. - Vi borde ha haft kapaciteten uppe vid det här laget. Men nu jobbas det på det, för att behovet har blivit så uppenbart de sista veckorna, säger Jan Albert, överläkare och professor i smittskydd vid Karolinska_institutet. Han fortsätter: - Det räcker med att vi får mer driv i spridningen för att det ska vara ett problem. Vi har ju en sjukvård som är lite_grann på gränsen till vad den klarar av, och får vi mer smittspridning på_grund_av en ny variant så är det inget bra, inget bra alls. Skåne har haft en snabb ökning av covid_19 på sistone, och där har smittskyddet reagerat. I förra veckan vädjade smittskyddsläkare Eva Melander till Folkhälsomyndigheten om ökade analyser. - Det vi är nyfikna på är vilka virusstammar som rör_sig i vårt samhälle nu. Och därför har vi från smittskydd lyft frågan till både Folkhälsomyndigheten och vårt eget laboratorium att vi önskar se en ökad typning, säger hon till Ekot.  
152	2021-01-19	NEWS	Enligt Sheba Medical Center i Ramat Gan, utanför Tel Aviv, ger Pfizer_vaccin fler antikroppar än om man har återhämtat_sig från en covidinfektion. Det är Times of Israel som skriver att en studie utförd av sjukhuset visar att procent av vårdpersonalen på sjukhuset som fick en andra_dos av Pfizer_vaccin utvecklade en stor mängd antikroppar. Studien inkluderade personer och gjordes veckor efter_att Israel hade börjat vaccinera med en andra_dos. Enligt sjukhuset ökade andelen antikroppar med till gånger efter den andra_dosen jämfört med efter den första. Endast två av de anställda utvecklade en låg andel antikroppar och en av dem uppges ha ett dåligt immunförsvar. Studien visar också att man sannolikt inte för smitta vidare, efter andra vaccinationen. Israel ska ha betalat mycket bra för att få tillgång till många doser väldigt snabbt. Över 4_000 israeler har dött i covid-19. Sheba Medical Center har utsetts till ett av tio världens bästa sjukhus av Newsweek. För att följa hur vaccinationen går i olika länder sammanställer Our_World_in_Data en graf.  
153	2021-01-19	NEWS	Ensam vid sitt skrivbord i kontorslandskapet ett knappt år efter pandemins utbrott: Förut gällde det att surra lasten för att hålla, nu gäller att verkligen stå ut. En ihärdig uthållighetssak , säger hälso- och sjukvårdsdirektören Björn Eriksson. Foto: Nicklas Thegerström Björn Eriksson är hälso- och sjukvårdsdirektören som blev rikskänd för sin stormmetafor när pandemin drabbade Stockholm. Nu varnar han för att den är långt_ifrån över. - Det är väldigt kritiskt just nu. Jag skulle inte våga hoppas på att vi kan fira en normal midsommar, säger Björn Eriksson.  
154	2021-01-19	NEWS	Många coronapatienter har skador på nervceller i hjärnan, enligt forskare som studerat patienter som vårdats vid Akademiska sjukhuset i Uppsala. patienter med covid_19 och neurologiska symtom ingick i studien. De flesta av dem fick intensivvård, men oavsett hur svårt sjuka de var hade samtliga i studien ett eller flera symtom på nervpåverkan, skriver Upsala Nya Tidning. - Ännu vet vi inte hur skador uppkommer. I de flesta fallen verkar dock inte coronaviruset vara någon direkt orsak till de neurologiska symtomen och skador på nervcellerna, säger Elham Rostami, neurokirurg vid Akademiska sjukhuset och forskare vid Uppsala universitet, till tidningen. Nervpåverkan kan visa_sig i exempelvis psykiska förändringar, sänkt medvetandegrad, förvirring och svaghet i armar och ben. - En utvidgad proteinanalys pekade på att de allra flesta hade en genomgången eller pågående skada på nervceller i hjärnan, säger Elham Rostami och fortsätter: - Ju svårare covid_19 och ju mer uttalade neurologiska symtom patienter hade, desto högre var halter av ett eller flera hjärnskadeproteiner i ryggvätskan. Eftersom pandemin bara har pågått under ett år finns det i nuläget väldigt lite kunskap om långtidseffekterna.  
155	2021-01-19	NEWS	Rosa Johansson, 99, var en av de första att få vaccinet mot covid_19 i Göteborg i_slutet_av december: Ett stort ögonblick En person vaccineras mot covid-19. Borås stad varnar för att bedragare kan försöka lura regionens äldre på pengar genom_att ta betalt för coronavaccin. - Det är en väldigt utsatt målgrupp, som utnyttjas på det mest avskyvärda sätt. Vi ser väldigt allvarligt på det, säger Rangbar Mohammad, säkerhetschef i Borås stad, till SVT Nyheter Väst. Inom både landet och regionen har det dykt_upp signaler om att äldre utsätts för bedrägeriförsök kopplat till vaccinationen. Äldre har blivit uppringda av personer som erbjuder vaccination mot coronaviruset mot betalning - trots_att vaccination mot covid_19 är gratis i Sverige. - Det kan bli förödande konsekvenser. Dels kan man bli_av med sina tillgångar, dels får man en känsla av otrygghet, säger Rangbar Mohammad till SVT. Risker ökar för att bedragare använder_sig av vaccin Även_om ingen i Borås ännu har drabbats av coronabedrägerier väljer nu Borås stad att gå ut med en varning om att det kan dyka_upp falska vaccinsäljare. - Vi anser att det är viktigt då risker ökar för att bedragare använder_sig av vaccin och försöker tjäna_pengar på det, säger Rangbar Mohammad till SVT. Den som får hemsjukvård genom Borås stad kommer att vaccineras mot covid_19 av kommunens egna sjuksköterskor. Har man hemtjänst utan hemsjukvård utförs vaccinationen av Närhälsan.  
156	2021-01-19	NEWS	Statsepidemiologen Anders_Tegnell under Folkhälsomyndighetens pressträff på tisdagen. Smittspridningen i Sverige har inte ökat efter jul och nyårshelgerna. I_stället syns en försiktig nedgång , enligt statsepidemiolog Anders_Tegnell. Men det som förvånar mest är årets säsongsinfluensa. - Vi har ingen spridning alls av influensa i_år vilket är unikt, säger han. På tisdagens pressträff presenterade myndigheter en något ljusare bild över coronapandemin i Sverige. Den befarade uppgången av smittspridningen efter storhelger har uteblivit, även_om trycket är fortsatt hårt på vården. - Möjligen har vi gått förbi peaken för vad vår sjukvård tål, säger Anders_Tegnell som samtidigt varnar för att dra för tidiga slutsatser. Antalet nyregistrerat avlidna i covid_19 är personer och är nu uppe i 10.591 döda. Antalet rapporterat smittade är 533.265 personer, vilket är en ökning med 9.779 personer, och 4.597 patienter har hittills intensivvårdats, enligt Folkhälsomyndighetens senaste statistik. Även antalet iva-patienter har minskat. Just nu vårdas patienter med covid_19 på iva med respirator landet över. Det är drygt patienter färre än förra veckan. Antalet inlagda patienter har också minskat något med cirka färre än förra veckan. Flest vårdas i landets södra halva och i storstadsområdena. - Även_om kurvan är på_väg ner är läget fortfarande ansträngt, säger Taha Alexandersson, ställföreträdande krisberedskapschef, Socialstyrelsen. Region_Skåne är fortsatt värst drabbad i landet, medan läget i Stockholm har blivit något bättre. Enligt Anders_Tegnell har skidresor under jullovet inte lett till någon ökad smittspridning i de norra regionerna. Smittan är fortsatt högst bland åldrar 20-59 år. Samtidigt har det skett en förbättring i alla åldersgrupper. - Även_om det är tydligast i de yngsta åldersgrupper där det gått upp men också ner snabbast, säger Tegnell. Årets säsongsinfluensa är det som överraskar. Folkhälsomyndigheten rapporterar siffror veckovis under vintern med start i november. Men hittills har inga fall rapporterats, på diagrammet syns en grön linje som visar noll fall. Något som är unikt, enligt Anders_Tegnell. - Det brukar bli en uppgång av smittade i januari när fler är tillbaka på jobbet, men den gröna linjen är exceptionell och ett tydligt tecken på att vi gör mycket bra. Vi har ingen spridning av influensa, säger Anders_Tegnell. Inför pressträffen meddelade FHM att runt 147.000 personer har vaccinerats hittills, vilket motsvarar drygt 1,4 procent av befolkningen. Tegnell säger också att det framöver kommer att krävas boosterdoser för att hålla coronaviruset i schack. - Vi kommer att få leva med coronaviruset i åratal, säger han. Antalet_fall med de brittiska och sydafrikanska virusen i Sverige är få, och FHM kommer ha siffror klara senare. På frågan om fortsatt distansundervisning inom skolan kommer besked på torsdag.  
157	2021-01-19	PBLMD	nya dödsfall har registrerats sedan fredagen. Totalt har avlidit med covid_19 i Sverige. Samtidigt kan man skymta en liten ljusglimt. - På nationell nivå ser vi en minskning av antalet inlagda covidpatienter på sjukhus jämfört med föregående vecka, säger Taha Alexandersson från Socialstyrelsen på presskonferensen. 2_160 patienter vårdas just nu på sjukhusens vårdavdelningar. Det är ungefär färre patienter än förra veckan. IVA-patienter är inte inräknade i detta. Det går att se en försiktig nedgång just nu, men statsepidemiolog Anders_Tegnell manar till fortsatt försiktighet. - Vi ska vara väldigt försiktiga med att ta ut för mycket i förskott, men den verkar inte ha svängt upp än. Vi håller tummar att vi kan fortsätta åt detta håll. Nedgången gäller inte bara enstaka åldersgrupper, utan den gäller alla åldersgrupper. Tydligast är det bland de yngre åldersgrupperna. Svar om skolor på torsdag Vad som gäller efter_att beslutet om att gymnasieskolor ska hålla distansundervisning går ut på söndag januari meddelas på torsdag. - Vi återkommer i den frågan på torsdag, säger Anders_Tegnell. Det är en ganska jämn spridning över stora delar av Europa, menar statsepidemiologen. - Det är Norge, Finland och Island som har klarat_sig lindrigt, och det finns enstaka mindre regioner här_och_där som inte har så mycket. Men på det stora hela har vi en stor smittspridning i stora delar av Europa. För Sveriges del är det region_Skåne som är värst drabbat just nu av de större regionerna, medan Stockholm, som tidigare hade en tydlig uppgång, har istället en tydlig nedgång nu.  
158	2021-01-19	PBLMD	Borås Stad varnar för att bedragare kan rikta_in_sig mot äldre kopplat till vaccination av covid-19. - Det är en väldigt utsatt målgrupp, som utnyttjas på det mest avskyvärda sätt. Vi ser väldigt allvarligt på det, säger Rangbar Mohammad, säkerhetschef i Borås Stad. Både inom landet och regionen finns signaler om att äldre utsätts för bedrägeriförsök kopplat till vaccination mot covid-19. Äldre har blivit uppringda av personer som erbjudit vaccinationer mot covid_19 och velat ta betalt. Ännu har ingen i Borås drabbats av coronabedrägerierna, enligt kommunen. Men Borås Stad går nu och varnar för falska säljare av covid-19-vaccin. - Vi anser att det är viktigt då risker ökar för att bedragare använder_sig av vaccin och försöker tjäna_pengar på det, säger Rangbar Mohammad, säkerhetschef i Borås Stad. Vilka konsekvenser kan det bli för äldre som utsätts för den här typen av brott? - Det kan bli förödande konsekvenser. Dels man kan bli_av med sina tillgångar. Dels får man en känsla av otrygghet. Vaccination mot covid_19 är gratis Vaccination mot covid_19 är helt gratis i Sverige. Telefonsamtal från personer som försöker sälja vaccin är därmed alltid ett försök till bedrägeri, enligt Rangbar Mohammad. I Borås kommer den som får hemsjukvård genom Borås Stad att vaccineras av kommunens egna sjuksköterskor. Den som har hemtjänst utan hemsjukvård vaccineras av Närhälsan. I klippet ovan ger säkerhetschefen Rangbar Mohammad tre tips om hur du skyddar_dig mot bedrägerier.  
159	2021-01-19	PBLMD	Brasilien är det land med flest dödsfall relaterade till covid_19 i världen efter USA. Nu startar vaccineringen i landet. SVT:s Latinamerikakorrespondent Tigran Feiler berättar i Morgonstudion att Brasilien får betala ett högt pris för den politiska instabiliteten i landet. - Det är ett allvarligt läge och kaoset som drabbade Brasilien när pandemin slog till upprepar sig nu. Då handlade det om att komma_överens om vilka åtgärder man skulle ta till för att bromsa smittan, nu ser vi samma politiska konflikt kring vaccineringen. En ny mutation av coronaviruset har upptäckts, som misstänks ha uppstått i Amazonasområdet. Forskar tror att den påminner om den brittiska mutationen som är mer smittsam än den ursprungliga. Presidenten Jair Bolsonaro har nyligen sagt att han själv inte kommer vaccinera sig. - Bland hans följare så har antivaccin-idéer fått stor spridning. Det finns en stor frustration inom det Brasilianska forskarsamhället att man inte får ut information och kanske inte lyckas övertyga tillräckligt många att det är viktigt att vaccinera sig, säger Tigran Feiler.  
160	2021-01-19	PBLMD	De senaste veckor har antalet inlagda coronapatienter minskat något, men läget i sjukvården är fortsatt mycket ansträngt. SVT har besökt centralintensiven på Akademiska sjukhuset där de behövt utöka platser och personalen går på krislägesavtalet - vilket innebär 12,5 timmarspass. - Det jobbiga är att man inte vet när det här tar slut, säger intensivvårdssjuksköterskan Sofia Bergström. Sofia Bergström började jobba på centralintensiven på Akademiska sjukhuset för drygt ett år sen och har under nästan hela perioden jobbat med coronapatienter. Det var bara i augusti som avdelningen inte hade någon inlagd med covid. Det blev en kort andhämtning för att sen ta_emot andra_vågen. De har fått öka platser igen och avdelningen har nu platser - normalt har de åtta. Och i januari började personalen gå på krislägesavtalet. - Jag jobbar från sju på morgonen till halv åtta på kvällen. Så_länge det behövs så kommer jag orka, men det blir jobbigare och jobbigare. Det känns ju att vi har jobbat hårt länge, säger Sofia Bergström. Fler än i våras Antalet personer som vårdas på sjukhus för covid_19 har minskat den senaste veckan, både inom intensivvården och inom andra vårdavdelningar. Men det är fortfarande fler som totalt vårdas på sjukhus med corona än i våras. Skillnaden nu är att det inte är lika många som behöver intensivvård. Trots minskningen av covid-patienter inom sjukvården är läget enligt Socialstyrelsen fortsatt mycket ansträngt, och av landets regioner är i förstärkningsläge och fem i stabsläge. Skjuter på jätteviktig vård På centralintensiven på Akademiska sjukhuset är det lugnare än i våras, men det är ändå nästan fullt. I nuläget har de två lediga platser och det är viktigt att det alltid finns någon ledig plats för att de snabbt ska kunna ta_emot nya patienter. - Det blir en press att hela tiden försöka ha en plan för att lägga_in nästa patient och nästa patient. Även_om vi just nu har sängar kvar så skjuter vi upp vård som är jätteviktig och marginaler är jättesmå, säger Mikael Eriksson, överläkare Akademiska sjukhuset. - Även_om vi skriver in färre patienter just den här veckan så har vi inte heller skrivit_ut så många. Läget är väldigt ansträngt.  
161	2021-01-19	PBLMD	Karantäncenter med plats för tusentals smittade byggs nu i Kina. Myndigheter förbereder för att kunna flytta hela byar för att bekämpa de lokala virusutbrott som fortsätter att blossa upp. I bl.a. staden Shijiazhuang uppförs en karantänanläggning med plats för 4_000 personer, skriver Reuters. Anläggningarna, som är utrustade med badrum, wifi och luftkonditionering, ska inhysa personer som t.ex. haft kontakt med smittade. Oron är stor för att en ny smittovåg ska utlösas under firandet av det stundande nyåret.  
162	2021-01-19	PBLMD	Trycket på vården i Region Gävleborg är alltjämt hög, men sedan jul- och nyårshelger har antalet inneliggande patienter med covid_19 minskat dramatiskt. Faran är dock inte över och Region Gävleborg utesluter inte att det kan komma en tredje_våg. Under toppnoteringen i december låg patienter med covid_19 på länets sjukhus varav på intensivvårdsavdelningen, IVA. Under tisdagsmorgonen var antalet inneliggande patienter endast varav fyra låg på IVA, detta efter_att Gävleborg var det län där flest antal personer dog med covid_19 per 100_000 invånare i december. - Det här viruset är ju väldigt lömskt och vi har mycket kvar att lära om det. Det visar_sig att det kan både gå ned och skjuta iväg väldigt snabbt. Så det är ju absolut inte läge att slappna av, utan i_stället känna stolthet som Gävleborgare att vi med en hård efterlevnad av riktlinjer har lyckats skjuta tillbaka smittspridningen, säger Johan Kaarme. Ta höjd för att en tredje_våg kan komma Under den andra_vågen låg mer än dubbelt så många patienter med covid_19 på sjukhus jämfört med i våras. Vid den högsta noteringen i våras, den andra maj, låg patienter på sjukhus med covid-19, vilket kan jämföras med toppnoteringen den december då patienter var inneliggande. - Vi måste ta höjd för att en tredje_våg kan komma på samma sätt som man verkar se i valda delar av Europa. Vissa länder har ju en uttalat hög peak och sedan några veckor av lugn innan det drar iväg igen. Det är det som vi vill förhindra, säger Johan Kaarme.  
163	2021-01-19	PRDCL	Läkemedelsverket börjar nu att publicera dagliga rapporter över inkomna misstänkta_biverkning av vacciner mot covid-19. Coronavacciner alla misstänkta_biverkning publiceras nu dagligen av Läkemedelsverket. Foto Shutterstock. Med start denna vecka har Läkemedelsverket börjat att publicera dagliga rapporter över misstänkta_biverkning av vacciner mot covid-19. De inrapporterad_biverkningar kommer från sjukvården och allmänhet och behöver analyseras djupare innan något eventuellt samband kan fastställas. Men på_grund_av det stora intresset för vacciner biverkningar väljer myndigheten nu full öppenhet med all data. Inrapporterad_biverkningar behöver inte vara orsakade av vaccinet, säger Veronica Arthurson på Läkemedelsverket. Inrapporterad_biverkningar behöver inte vara orsakade av vaccinet, säger Veronica Arthurson på Läkemedelsverket. Foto: Jeanette Hägglund. - Intresset för inrapporterade misstänkta_biverkning är stort och för att möta det väljer vi att nu publicera dagliga sammanställningar. De mest aktuella siffror finns nu på Läkemedelsverkets webbplats, säger Veronica Arthurson, chef för enheten Läkemedelssäkerhet vid Läkemedelsverket i ett pressmeddelande. Enligt Läkemedelsverket är de biverkningar som hittills främst har rapporterats förväntade milda lokala symtom vid injektionsstället samt systemiska reaktioner som uppkommer då immunförsvaret aktiveras. Det finns även enstaka fall av lindrig överkänslighetsreaktion, anafylaxi och akut perifer ansiktsförlamning vilka är kända, men mer sällsynta, biverkningar. Men det finns även några dödsfall som samtliga har drabbat äldre personer med en eller flera underliggande_sjukdomar. - Inrapporterade misstänkta_biverkning behöver inte vara orsakade av vaccinet, utan kan bero på andra faktorer. Det är viktigt att tänka på för förståelsen av de siffror vi redovisar, säger Veronica Arthurson. Läkemedelsverket följer_upp alla inkomna rapporter om misstänkta_biverkning och bedömer om det kan finnas ett samband med vaccinet. Rapporter skickas även till den europeiska databasen EudraVigilance och blir där en del av underlaget för den gemensamma säkerhetsövervakningen inom EU.  
