id,date,author,post
328,2018-01-19,Bob-Dylan,Det finns inte och kommer inte finnas en lösning på invandringsfrågan ! Förstår inte att det diskuteras i oändlighet . Sverige har s.a.s kastat hatten över muren och det är bara att hoppa över ! Inbördeskrig eller total misär är två utfall . Mest troligt total misär då svenskarna är för fega och aldrig kommer gå ut på gatan och göra något åt saken ! Gällande den förbannade blatten som kom med det förslaget så hoppas jag att han blir påkörd av en buss .
329,2018-01-19,borskungen,Vi kan ge blattarna en del av Norrlands inland så får de klara sig själva där . Det blir väl kaos inom en vecka och sedan söker de asyl i Sverige igen ...
330,2018-01-19,Callebilte,Undra vad som hade hänt om en Svensk åkte ner i ett muslimland och föreslog att de skulle knoppa av en bit till oss svenskar så vi kan supa o äta griskött ifred ? Hade den Svensken : 1 . Blivit Stenad till döds 2 . Blivit bränd till döds 3 . Blivit stenad medan han brann till döds
331,2018-01-19,Cataphract,"Om Skåne tillfallit en annan stat så hade vi förlorat landvägen ut i Europa ( via Öresundsbron ) och därmed hade all handel som går via lastbil/tåg beskattats när det behövt passera detta nya blatteägda Skåne . Väldigt dum idé . För övrigt har invandrarna inte rätt till en kvadratmeter svensk mark , deportation är det som gäller ."
332,2018-01-19,Cauvie,Även om så hade den staten blivit extremt misslyckad och en del av 3:e världen inom loppet av en vecka där allt en gång producerat blivit konsumerat vilket slutar med att de invandrar till Sverige ( igen ) . lol
333,2018-01-19,climasol,Gazaremsan i Israel har en folktäthet 5000 per kvadratkilometer . Där bor det ungefär 2 miljoner araber och ytan är 365 km2 . Jag tror detta skulle vara tillräckligt för de värsta invandrarna i Sverige . Vi har en yta på 450.000 km2 . Det innebär att vi skulle tvingas avstå mindre än en promille av ytan . Detta skulle jag säga ja till utan tvekan .
334,2018-01-19,crawly,"Vi ska nog inte ta alltför allvarligt på det reella hotet med att det skulle bildas en ny stat . I samma ögonblick som någon organisation på allvar försökte göra verklighet av det skulle en massa lagar aktiveras och Sveriges militär kunna sättas in med full kraft . Vi skulle kunna få vårt eget mini-Afghanistan ( yay !) Däremot är jag inte förvånad över att det börjar dyka upp infantila tankar av det här slaget . Vi är många som för väldigt länge sedan insett den omöjliga föresatsen att integrera människor som inte vill integreras , och alternativet till det innebär ju per automatik någon form av uppdelning . I dag går den uppdelningen tvärs igenom vårt samhälle , i form av de atoller som förorter kring städerna utgör ( och som vi håller på att tappa kontrollen över ) . Fler och fler börjar tack och lov inse detta , även om det tagit alldeles för lång tid . Jag menar , vår egen regering har stöttat extremistiska krafter i åratal och effektivt hindrat progressiva krafter som kämpar för kvinnors rättigheter i förorter och liknande . Snacka om att gräva sin egen grav ."
335,2018-01-19,DasZebra,Du anser inte att det är konstigt att invandrare alltså tar ett aktivt val att flytta till Sverige och inte ha förtroende för svenska myndigheter ? Inte direkt så att svenskar har tvingat invandrare till Sverige utan invandrare har själva aktivt valt att åka till Sverige och om våra myndigheter inte passar dom så kan de åka nån annanstans där myndigheterna har deras förtoende . Din idioti får mig att bli mörkrädd rent ut sagt .
336,2018-01-19,DasZebra,Grabben har ju annars en demokratisk rätt att lämna landet . Varför starta inbördes krig och få en massa oskyldiga personer att fly sina hem eller dö ?
337,2018-01-19,Detanvändarnam,"Inte ens i kapitalismens högborg USA använder man skattebetalarnas pengar för att finansiera privatskolor för att ta ett exempel , dom är nämligen finansierade med privata medel . Vidare har vi ett pensionssystem som till viss del är beroende av hur börsen går . så här kan vi hålla på och ta exempel efter exempel där våra skattepengar omfördelas ner i fickorna på smarta välfärdsföretag .Men det är väl kommunistpolitik i din värld . Sossarna har för länge sedan kastat in handduken , dom kan du glömma ."
338,2018-01-19,divinebaal,"MENA packet är ju oförmögna att ens ha ett statsskick . Deras styrelseskick är ju den med störst kuk blir Kung . Sen är det släkter som fungerar som feodalherrar . De kör ju sin mörka medeltidsdröm och om man nu gav dem , som P1-inringaren föreslog , ett eget område så skulle de kollapsa omedelbart . Vi snackar om dementa personer som inte längre fattar hur en civilisation byggs upp . Islam hade en storhetstid full med konst , vetenskap och matematik som gjorde oss avundsjuka . Men när Europa lyftes ur medeltiden tog MENA folken över och förstörde allt . -Är jag nästa mål för den kriminella organisationen som kallas för Islam?-"
339,2018-01-19,DjungelJens,"Om vi nu ska ta Istvans förslag på fullt allvar , ser jag ändå många hinder som blir svåra att lösa . Finns det några exempel på länder med 2 officiella stater ? Vad händer om den ena statens medborgare begår ett brott mot en medborgare av den andra staten exempelvis ?"
340,2018-01-19,drwadde,"Hehe . Det lågintensiva inbördeskriget skymtas kring hörnet . Jag vet inte vad mer för ledtrådar man behöver om att en del folk är här för att ta över . All makt åt Löfven , våran svetsare och befriare !"
341,2018-01-19,EbolaTillAlla,Enligt statlig propaganda-TV så är valet klart sedan fler decennier . Det blir Småland . https://sv.wikipedia.org/wiki/Det fi...l%C3%A4nningar
342,2018-01-19,Egnatankar,"Jag har nu på morgonen den 19 januari lyssnat på radions lyssnarprogram Ring P1 . Den första inringaren , en invandrare vid namn Istvan , hävdade att invandrarna i Sverige är så förslavade och förnedrade att det inte går att integrera dem i landet Sverige . I stället föreslog han att invandrarna ska få en egen stat ( inom Sveriges gränser ) med egen polis och egna myndigheter . Om Sverige inte ger invandrarna en egen stat inom Sveriges gränser , så ansåg han att inbördeskriget var oundvikligt . Frågan är om jag som svensk skulle få lov att bo kvar i min hemstad Malmö ? Vad säger Flashback om förslaget från Istvan ?"
343,2018-01-19,Egnatankar,"Jag håller med dig till hälften . Jag tror att Reinfeldt såg invandringen som ett sätt att försvaga den av honom så avskydda välfärdsstaten . Att han dessutom sänkte en massa skatter , först och främst för höginkomsttagare , gjorde förstås att välfärden fick mindre inkomster att röra sig med samtidigt som den fick en massa nya utgifter i form av nya invandrare att ta hand om ."
344,2018-01-19,Fashwave,Hur kan man inte uppfatta det som ett hot ? Tvåstatslösning eller inbördeskrig ?
345,2018-01-19,Fashwave,"Mellan de två alternativen inbördeskrig och tvåstatslösning har jag bara en sak att säga : krig . Det där var det värsta jag hört på länge . Visar bara hur långtifrån Sverige lyckats integrera alla ekonomiska lycksökare . Det här måste spridas maximalt . Äkta och seriös reklam mot all invandring ö.h.t . Hur förnedrar Sverige dessa ekonomiska lycksökare ? De får bidrag som ingen etnisk svensk är i närheten av , bostad , betald körkortsutbildning , retroaktivt barnbidrag och slipper jobba för att få allt detta som svensken måste slita ihop till och betala världens högsta skatt . Detta inslag i Ring P1 måste vara den bästa valreklamen på länge för SD sedan Mona Sahlin och Åsa Romson lämnade scenen . Att bara ha mage att föreslå tvåstatslösning . Det är helt sinnessjukt . När är det nog ?"
346,2018-01-19,Fastbuckfreddie,Tvåstatslösningar hör hemma i Israel/Palestina . Om ens där ...
347,2018-01-19,franskanalfabet,"pytsa in alla kommunister , feminister och kriminella där . alla som inte haft ett jobb tre år blir deporterad dit och alla som inte har en utbildning eller är redo att ta ett jobb hamnar där . Så kan avskum och slödder sponsra varandra ."
348,2018-01-19,franskanalfabet,"vad ska ryssen med inavlade pedofiler och feminister till eller en region som är nerlusad med kriminella pedofiler och feministiska avskum till ? De kan få Patriotsystemet , något som inte de mest inavlade har kommit på att de vill ha för det är gammalt redan vid beställning . Sådant kan bara inavlade norrländska patrask komma på att de ska handla ."
349,2018-01-19,gabrielle2,Nej absolut inte ! Rör inte Sverige . Igen invandrare skall tala om för svensken hur landet skall se ut för att passa dem .
350,2018-01-19,genericname,BNP är väl en reell siffra och inte en andel? -32% av vad ? Kul skämt ändå ^ ^ handkippad to the core
351,2018-01-19,GlennvonGoteborg,"Jag får den här känslan att vi en dag kommer att lära oss att det senaste decenniet av Svensk-öppna alla gränser-kulturen , har varit en enda lång Monty Python-sketch som gick totalt ur kontroll . https://getyarn.io/yarn-clip/160af50...a-4112138b6f44 Media - Ordet kommer urprungligen från den grekiska gudinnan Medea . Som representerade trolldom , illusion och lurendrejeri . - Varför tillåter man Wallenberg/Investor AB kontrollera Sverige ? https://www.youtube.com/watch?v=fwmOmfk1a8c"
352,2018-01-19,grelin1999,"Ja detta har ju provats i t.ex . Palestina . Problemet är att muslimer bara är bra på tre saker : köra bil , göra falafel , kasta sten . Så det blir ju inte någon stor ekonomi de kan bygga upp i sin nya stat . Staten kommer troligen få en muslimsk majoritet . Då kommer de göra det de alltid gör , och göra icke-muslimer till andraklassmedborgare . Dessa icke-muslimska blattar kommer då att fly - till Sverige kanske . Först kommer man i den nya staten att festa i två veckor . Under denna tid kommer de göra som på Tahrirtorget och våldta så många kvinnor som möjligt . Sen kommer de driva landet i skiten och skylla allt på Sverige , imperialism , USA , eller judarna . Muslimerna kommer nämligen göra det muslimer alltid gör - bråka . De kommer omöjligen kunna bestämma sig för ett statsskick . I alla muslimska länder där man försökt sig på fria val så tar ett islamistiskt parti 20-30% av rösterna . Sedan är frågan om de andra partierna går med på det . Ibland gör de , men ibland blir det inbördeskrig . Islamister är nämligen som socialister . De vill sprida de rikas pengar , men de har ingen jävla aning om hur man förbättrar ekonomin . Därför vill de övriga partierna inte samarbeta med dem . Så det kommer bli en strid mellan de 30% som röstar på islamister , och de övriga . De övriga kommer då , om de ska vinna , att vara tvungna införa en ' hård hand ' , liksom de har i Egypten eller hade i Irak . Detta kommer då troligen leda till ett inbördeskrig . Vem som vinner är svårt säga för de olika sidorna kommer försöka alliera sig med olika makter . Efter lite skjutande kommer förstås folk att fly från sitt nya land . Och vart flyr de ... ? Ja ni gissar rätt - Sverige . Malena Ernman och Henrik Schyffert kör sina godhets-schower för att samla in pengar till flyktingarna . Reinfeldt talar om att det finns mycket plats på IKEA . Och så börjar problemen igen ."
353,2018-01-19,Gustav2adolf,Istavan och hans vänner ska och kommer hänga i en snara !!! Se upp kulturmarxistsvin
354,2018-01-19,HalfRunar,Är ' förslavade och förnedrade ' ett alternativt begrepp för att de förväntas anpassa sig till oss ?
355,2018-01-19,helofin,Om du särar på parasiten och värddjuret dör parasiten .
356,2018-01-19,helofin,Vi har redan en tvåstatslösning . Sverige och utanförskapsområdena där de har egen religion och egna lagar . Den som missat det måste vara blind .
357,2018-01-19,herrArmbandsur,"Vad kul , vi kan ha ett eget västbanken och gaza remsa , med alla dumheter som det innebär . Nej , jag tycker att om det inte passar kan de åka tillbaka till sina hemländer för att vi har gett dem så mycket pengar att det räcker . PK - rånar gamla på deras pension och dödar patienter i vårdkö . PK - gangsta ."
358,2018-01-19,herrkaffekopp,"Dom har ju alltid rätt att åka tillbaka dit dom kom ifrån , vad är problemet . Invandrare kommer alltid ses ned på . Kommer man till ett nytt land som en råtta och äter av värdlandets och dess medborgares ost får man infinna sig i det . Då är man en knähund och en lägre stående varelse . Det är en invandrarens egna val att fly som en råtta från sitt forna land , då förtjänar man att bli behandlad som en . Det bästa en invandrare kan göra är att försöka bli likvärdig i sätt och moral till den grad svensken är så gott det går . Men men , det är väl svårt med skammen flåsandes i nacken av att ha svikit sitt egna folk . Visa stolthet över var man kommer ifrån verkar vara viktigare för invandraren än att anta svenska värderingar , trots att dom svikit sitt folk och land från första dagen dessa råttor klev över gränsen ."
359,2018-01-19,IKN,Fräckheten vet verkligen inga gränser . Frågan är varför jag ens blir förvånad längre . Dessa jävla respektlösa parasitiska kravmaskiner .
360,2018-01-19,InflatableBoppo,Hur länge dröjer det innan invällarna söker asyl i Sverige då deras egna stat inom Sverige fallerat ? Blir det när de inser att skattepengar och välfärd inte växer på träd ? Självklart ska babbeland finansiera sig själv med egna skatteintäkter . De som förstört Sverige med massinvandring ska stanna i babbeland och inte ens få tillstånd att resa till Sverige .
361,2018-01-19,InflatableBoppo,"Hårda gränskontroller , en mur som skiljer oss åt Visum för att resa in till Sverige ska vara extremt svårt att få alla som begått brott över snatteri ska nekas inresa . I förlängningen blir det inga problem ."
362,2018-01-19,Iwinyouloose,"Nej fyfan , kommer aldrig att funka . Sannolikheten att blattelandet styrs på drastiska sätt är stor . Antingen att kriminella individer tar makten eller religiösa extremister . Sen är invandrare inte en homogen grupp , att enas om saker och ting kommer inte bli lätt , speciellt när vissa är väldigt impulsstyrda ."
363,2018-01-19,J39,Detta kommer göra så svenskarna bli bara mer sura på dem
364,2018-01-19,J39,Ge dem Tensta sen bombar vi skiten med artilery
365,2018-01-19,J39,Han menar nog Apartheid mot etniskasvenskar . Och enligt vänstern så är det på något sjukt sätt rättvist .
366,2018-01-19,J39,Håller inte med han förutom en sak att det är redan kört att integera dem eller att assimilera dem och inbördeskrig väntas runt hörnet .
367,2018-01-19,J39,Istvan är väll ett ungerskt namn ? Eller har jag fel ?
368,2018-01-19,J39,Jo . Vi är skydiga att få ut kräken .
369,2018-01-19,J39,"Om det är från närligande länder som deler liknade kultur , religion och är slaver , kelter , balter och germaner så kan de bli etniska svenskar efter nåra generationer . Om du inte är det kan du aldrig bli helsvensk ."
370,2018-01-19,J39,Varför invarderar vi inte ett svagt mena land och anexerar det . Sen säger vi att de kan få det .
371,2018-01-19,Jof,"Låt dom få en egen flagga , kanske eget polisväsen . Dom kan få ett mandat i riksdagen ."
372,2018-01-19,Jof,Utanför Rinkeby kan vara en no-go-zon för dom .
373,2018-01-19,joshmark,Jag tar hellre ett inbördeskrig . Och löser problemet permanent .
374,2018-01-19,Kad1,"Skåne har alltid varit en jävla sörja ... Så ge dem skåne , då har vi förvarning om danskjävlarna får för sig något i framtiden också Handlar bara om att FÖR FAN se till att packet inte får visum till Sverige ."
375,2018-01-19,KaktusFlaktus,Jag tycker idén är mycket god . Sverige kan köpa upp mark i Afrika och skänka till den nya blattestaten . Sverige kan till och med finansiera exporten av blattarna till den nya blattestaten . Blir förmodligen den mest förmånliga affär Sverige gjort i dokumenterad tid . SVERIGE ÅT SVENSKARNA ! Alternativ för Sverige
376,2018-01-19,Kapten-Boom,"Att invandrarna inte ' integreras ' ( fan vad jag hatar det hittepåordet ) i Sverige beror på att de inte kan bete sig civiliserat , att de begår brott , att de inte jobbar , att de är analfabeter , att de lever i klankulturer , att de hänger sig till en primitiv stenåldersreligion och andra defekter . Utmärkt förslag , är det möjligt att kolonialisera en del av Afghanistan och utlysa ' invandrar-Sverige ' där ? Som självständig stat har detta land naturligtvis ingen rätt till bidrag från ' riktiga ' Sverige ."
377,2018-01-19,karanan,Varför då ? Dom kan få en enkelbiljett till sltt forna hemland istället .
378,2018-01-19,Karman,Tror jag inte . Källa på det ? Skogen i Norrland ägs främst av stora skogsbolag och staten . https://www.youtube.com/shorts/KQbrOd7jGUI
379,2018-01-19,Karman,"Visst , inga problem , vi ger Istvan och hans polare Gotska Sandön . Det lär ju avskräcka ryssarna också ... https://sv.wikipedia.org/wiki/Gotska Sand%C3%B6n https://www.youtube.com/shorts/KQbrOd7jGUI"
380,2018-01-19,klinkerhofen,tänk om ryssarna skulle kräva samma sak alltså ockupera ett område inom Sverige
381,2018-01-19,klinkerhofen,vi kan väl stycka av ett område i lappland ? ( Lappland Yta : 109 702 km² ) lite övrig info som tyder på att det är glest befolkat ' En polisbil ska täcka södra Lappland under vardagsnätter - ett område nästan lika stort som Danmark . ' https://www.svt.se/nyheter/lokalt/va...sodra-lappland
382,2018-01-19,Knivur-273,"Du förstår inte ens de grövre nyanserna i det Svenska språket din odugling . Jag är icke skåning , men kunde likaväl vara en dylik . Ditt namn säger väl en del . Måhända europeisk , det är gott , men inte allt . Mitt användarnamn är förvisso icke Svenskt , men anknyter . Pitschka , du skriver om ' blyerts ' också ? Jag känner ditt skrivsätt . Du är i trollfabriken vad ?"
383,2018-01-19,Knivur-273,"Jag tycker att du är elak mot Skåningar , har aldrig hyst agg mot folk från något speciellt landskap . Jag tycker istället att de kan få Gotska Sandön som en egen fristat . Där finns mycket sand som i deras hemländer , tallar att bygga hus av och elda med , kaniner att äta , fiskemöjligheter och olika sorters fåglar att fånga . Men vänta bara tills de blir tillräckligt många , så kommer Svenska kommunister och annat löskefolk kräva att deras krav skall tillgodoses . Självklart kommer det krävas att det då riktiga Sverige försörjer deras nya ' statsbildning ' , bygger deras hus , odlar deras mat och producerar deras energibehov ."
384,2018-01-19,Kosmos.,Varför flyttar de inte hem istället om de vill ha en egen stat ändå ? Eller är det så att de vill ha en egen stat och ändå försörjas av svenskar ?
385,2018-01-19,kraftfoder,"Apartheid inbegriper att befolkningen delas upp , så den inbegriper alla per se ."
386,2018-01-19,kraftfoder,"De har redan mandat i riksdagen , betydligt fler än ett : Vid en snabbkoll ( baserat på namn helt ovetenskapligt ) får jag antalet till 22-23 . Cirka 6 , 3% av antalet ledamöter alltså . Hade de räknats som ett parti , hade de varit i storleksordningen på ett ungefär MP , C , MP , KDS , VPK , dvs . något i den stilen . Källa : http://www.riksdagen.se/sv/ledamoter-partier/"
387,2018-01-19,kraftfoder,"I Europa är det väl Bosnien i så fall , serberna har en stat , bosnierna har en . Sydafrika hade ju bantustans , där de svarta var medborgare i , de var inte medborgare i RSA . Istvan funderar på att införa Apartheid i Sverige ? Ten Bantustans were established in South Africa , and then in neighbouring South West Africa ( then under South African administration ), for the purpose of concentrating the members of designated ethnic groups , thus making each of those territories ethnically homogeneous as the basis for creating ' autonomous ' nation states for South Africa's different black ethnic groups ."
388,2018-01-19,kraftfoder,Undrar hur han krånglade igenom sig censur-slussen ? Han kanske sa att han skulle prata om ett ämne men tog upp ett helt annan när han kom fram ?
389,2018-01-19,Krongjort,"Så ungefär , välkommen in i mitt hem , medan ditt hem håller på att återbyggas , men istället för att du flyttar tillbaka när ditt hem är återbyggt , så vill du istället att vi ska dela upp huset du blev inbjuden i så att du har en egen del av den du fick dig till låns . Vad mer kan man säga ? Om de som agerar som sådant inte förstår att konsekvensen av detta , blir att nästa främling som inte har hus , men behöver någonstans att bo , istället får sova ute , på grund av denna girighet som tidigare besökare visat upp och kanske fryser ihjäl där ute . Det blir lite så att en öppen famn blev bemött med ett svek , visserligen inte ett svek till döden , men för nästa person så kanske inte den öppna famnen finns , vilket då gör att det blir döden för den verkligt utsatte istället , om det är riktigt otur . Kan de inte flytta tillbaka till sina ursprungsländer ? Alternativt Antarktis om de verkligen vill ha ett eget land att bygga upp . Tror dock inte att de vill eller kan förstå detta ännu , kulturen i många av de länderna är att de 'starka' äter de 'svaga' , vilket i Sverige är att de starka hjälper de svaga ( ? ), vilket gör helheten starkare . Istället för att den svaga länken bryter kedjan så hjälper de starkare länkarna till där de svagare har svårt att hålla ut . För brister kedjan , så finns sammanhållningen inte där längre , vilket gör att helheten rämnar istället . ' Love is the mainstay. '"
390,2018-01-19,Labworks,"3 , + typ halshuggning och sen äter de upp hjärtan och skit , för de är ju så civiliserade där borta , de är ju raketforskare och läkare ."
391,2018-01-19,Labworks,"Alltså nej , man ska inte ge bort något , det finns inte ens på kartan . Det är typ som Istvan gör som gör att folk bara surare och surare , tillslut så kokar det över och då dör alla istället ."
392,2018-01-19,Labworks,"Det här kommer sluta i ett blodbad hur man än gör , vissa har bara insett det lite tidigare än andra ."
393,2018-01-19,Labworks,"Jag skrev det . Där är ju ett klockrent exempel på en ockupation , nej förlåt , jag menade en tvåstatslösning ."
394,2018-01-19,Labworks,"Lögnen faller redan vid varför det kom hit , fly kriget ? Man behöver inte fly till andra sidan planeten för att fly ett krig . Sen är ju resten bara här för att snylta . Något stämmer inte med andra ord , det är någon som ljuger ."
395,2018-01-19,Labworks,"Stockholmssyndromet briljerar på vissa i tråden , nej , ge bort någon mark finns inte på kartan , ni kan släppa den tanken . -.-'"
396,2018-01-19,Labworks,Tvåstatslösning aka det här är våran mark nu . Sjuklöverfolk säger ja men det är bara att ta för sig .
397,2018-01-19,LaderKent,MENA männen och muslimerna kan annars åka hem till sin egna stat .
398,2018-01-19,Lagertha,Istvan och alla andra babbar kan ta hela Öland om de vill . De hatar alla andra raser och kan inte ens hålla sams med sina egna . Dessutom klarar de brightaste av dem på sin höjd att odla nån grönsaker . Hur lång tid hade det tagit innan de första flyktingarna från Öland kommit i stulna båtar med sina kvinnor och barn kvar på Öland . En vecka ??
399,2018-01-19,letspanic,Bättre vore ju om de som inte trivs här flyttar tillbaka till de länder de kom ifrån . Mindre komplicerat än att dela upp landet i två stater .
400,2018-01-19,LucNN,"Varför inte ha någon sorts svenskägd passage genom området ( så man undvikar tullmur ) och sen såna där ... du vet , ' djur-broar ' som man gör över motorvägar så blattistanerna inte får begränsad rörlighet ? Såklart med någon sorts säkerhet så dom inte slänger ner sten mot bilisterna på vägen ."
401,2018-01-19,Mackan52,Vad hade den här invandrarstaten hetat då och vilka lagar ska gälla ?
402,2018-01-19,Mailmans,"Tråkigt att ge bort något men Skåne ligger ju som ' gräns ' mot resten av europa så känns bra . Sen kan ju sista 10 milen vara nån form av ingemansland där alla feminister kan få bo , så har vi en mur av kvinnor som röstat in detta skit som får smaka på egen medicin när de rycker i batongen för invånarna ."
403,2018-01-19,Manskahahusvagn,"I de länder de flesta av dem kommer från är det normalt att inte ha förtroende för myndigheter . Polisen är dessutom invandrarnas direkta fiender såtillvida att det är polisen som genomför tvångsavvisningar etc . Det är svenska statens myndigheter som bedömer asylskäl och därför också kan ses som invandrarfientliga . Man kan inte känna förtroende för dem som utvisar släktingar , vänner och grannar till misär , krig och död . Inget skulle hindra att Rinkeby eller Rosengård organiserade egna ordningsvakter och egen brandkår etc , tvärtom skulle det skapa meningsfulla arbetstillfällen ."
404,2018-01-19,Manskahahusvagn,"Tvåstatslösning tycker jag är att gå för långt . Att invandrare skulle få utökat självstyre över vissa områden , och till exempel mandat att utse en egen ordningsmakt eftersom de saknar förtroende för svenska myndigheter , ser jag däremot inget problem med ."
405,2018-01-19,MelPoomene,Skrattretande . Om de var ovilliga till att kriga för sitt fosterland så kommer inte utlänningarna kunna enas och kriga för ett eget land på ett nytt fientligt territorum i det karga Norden . I am a pathological hypervigilant . What's Your excuse ? !
406,2018-01-19,NativeVLAN,"Dummaste jag hört på länge . Köp en öde ö någonstans och upprätta en ny stat där . Fly från sitt land till en väl fungerade stat , gnälla och sen vilja ha någon form av tvåstatslösning . Ja jisses ."
407,2018-01-19,Nekro.,"Sveraq , Svenistan , Nordistan , man kan spinna på länge om detta ."
408,2018-01-19,NickSonny,"Jag tycker man kan lära sig ett och annat av andra länder som har en stor och högljudd muslimsk minoritet . Det fungerar inte att låta dem komma undan med att skita i att ta seden dit de kommer . Gör man det kommer de alltid med krav på separata badtider , separata lagar och till slut krav på egen stat . Det finns inga länder där det inte skett förutom länder där man håller muslimerna jävligt kort . Deportera fanskapen eller avliva dem . Jag skiter i vilket . Gör vi inte det får vi inbördeskrig inom 100 år och då kommer NATO och bombar oss , precis som de bombade serberna , så att jihadisterna kunde få sitt territorium ."
409,2018-01-19,nidbild,"Ett kalifat inom Sverige , dåligt förslag och bara att tänka i dom om banorna"
410,2018-01-19,Ollebolle1g,Han som ringde in till radion borde deporteras redan i eftermiddag
411,2018-01-19,ParadisetSverige,Nej nej och åter NEJ ! Alla invandrare har ursprungs-stater . Dom kan åka tillbaka till sin egen stat dom ska inte ' Ta över svenne land ' dom ska UT !
412,2018-01-19,Pelle000,Liberalerna kommer säkert rösta för det i framtiden tanke på deras tidigare knas idéer som att avskaffa Sverige som nation . Var väll nån som föreslog månggifte förut också .
413,2018-01-19,Pelle000,Mitten av Norrland och att dom kan börja från noll . ( Finnarna i Orsa finnmark ) och nybyggarna i usa hade typ inget . Dom skulle förstås börja kriga mot varandra ganska omgående .
414,2018-01-19,petzor,"Precis . Massinvandringen är främst Kalergi-politikernas fel . Låt oss alla inse det , och röka en snabb fredspipa innan flyget hem avgår ."
415,2018-01-19,petzor,Är det inte lättare att bara åka hem ?
416,2018-01-19,Piggekott,Intressant hur mycket gemensamt denne person verkar tycka att ' invandrare ' har . Annars är det ju förbjudet att omnämna invandrare som ett kollektiv . Eller menade han någon särskild grupp invandrare som ska ha en egen stat ? Typ shariamuslimer eller så ?
417,2018-01-19,Pitschka,"Skitsnack . Ni skåningar är kroniskt elaka , fördömande och djävligt ohjälpsamma mot resten av oss Svenskar . Vete fan om det är något medfött eller något i ert djävla kalkvatten ni är uppfödda på . Jag fattar inte hur fan man konstant måste per automatik vara avvisande mot resten av ett lands befolkning man de facto tillhör . Men ok , nu har vi fyllt ert jävla län med mänsklighetens absoluta bottenskrap , och snart finns det inte budgetutrymme för några tre-fyra miljarder i bidrag ."
418,2018-01-19,pjabas,"Jaha , jag föreslår istället att Stockholm tvångsisoleras och hela landets avloppssystem i ett enormt jobbskapande pipelineprojekt leds till Stockholms gräns där skiten pumpas upp i höga torn som omringar staden och blåses ut som en aerosol på den sida vinden blåser mot stan . ' Vi har varit naiva ' /Empat-maskerad sociopat-politiker"
419,2018-01-19,pluto-,"De kommer ju vara precis lika mycket shithole dar som landet det flydde ifran . Sverige , vad fan haller ni pa med ? Shiftalpha : Jävla överklassfitta . Kör du matlådan i någon jävla skräddarsydd pung i läder eller ? Bosse Wassberg : Koppla på husvagnen på bilen och åk iväg . Kungsbacka har en fin camping . Ta med dig gummibåten . Vi ses där . V-Villesson : Vet inte vad som är konstigast , att studera skrev eller kalla Hässelby för norrort .. klon1 : Ja , mycket dumt . Brukade kasta plommon på cyklister . IMMOR : tillslut säger jag till polare va fan ska vi dra i oss en varsin jävel ?"
420,2018-01-19,PlutoJ,Att få så många som möjligt att fly till Sverige ?
421,2018-01-19,Pripps3.5,"Vi är döda och plundrade , med elitens goda minne ."
422,2018-01-19,Prussiluskans,Nä vafan ! Aldrig ! <grinning-squinting-face> <grinning-squinting-face> <grinning-squinting-face> Men OT : om det fortsätter i samma takt att välja in asylsökande så kommer vi få problem : klart de kommer kräva ett eget land <thinking-face> Som bäddat för konflikter och inbördeskrig ...
423,2018-01-19,Pyramida,Ska vi ha tvåstatslösning i Sverige så är det med samerna . De var här först och borde få en egen stat först . Istavan har uppenbarligen inget intresse av att lära sig något om landet han lever i .
424,2018-01-19,RagataChristie,"Vad stört . Hellre repatriering , varför ska svenskar flytta på sig?? ! Sjukt ."
425,2018-01-19,realist1,"Inom 5 år kommer någon av orterna Södertälje , Malmö eller möjligtvis någon förort typ Botkyrka eller liknande förort basera ur självständighet ! Det finns fler statsvetare som skrivit om detta redan , när en har gjort det kommer andra följa efter..att förslaget att använda militären kommit upp eller att man skickar ut ' överlevnads instruktioner ' är en slump är man bra korkad . Jo så blatten har ju en poäng någon form av inbördeskrig lär ske det är jag rätt övertygad om . Sen om det blir i en liten skala eller om hela landet brinner det låter jag vara osagt . Att ge bort en bit land typ Skåne skulle jag inte bry mig om . Men hur nu det skulle gå till ? Hej broshan vi tar Skåne ni ger oss pengar varje månad och vi gör vad vi vill , Det blir jättebra ?? Alla skithögar kommer ju ändå inte flytta dit ? Eller ska dom få välja vilka skithögar som ska bo i deras land ? Nä det är nog bättre att låta det bli någon form av inbördeskrig krig och sen får alla bidragstagare dra dit dom kom ifrån . Däremot tycker jag även de som förstört Sveriges ska utvisas också ."
426,2018-01-19,RebelWithACause,"Idiot . Tror ni att ni är Israel . Sverige är raserat oxh förlorat som det mesta i väst med massinvandringen som gett er obotliga sår , ni förblöder till en snar död ."
427,2018-01-19,RebelWithACause,Söndra och härska det lyckades globalisterna med väst och nog var det på tiden attt västerlänningar får känna på misär dom skapar i världen .
428,2018-01-19,RiverStyx,"Ska vi alltså först betala för att hjälpa en massa svartskallar att bygga en egen stat inom vårt territorium , och sen med all sannolikhet tvingas ta emot ' flyktingar ' från den staten när de där befintliga svarrtskallarna beter sig som de alltid gör överallt och kör skiten i botten ? Det låter lite lose-lose i mina öron . Bättre vi kör med den gamla europeiska paradgrenen etnisk rensning redan från början . Reconquinista !"
429,2018-01-19,RobRoys,"Vad säger FN ? Vad säger Margot Wallström? ' Die Tanzenden wurden für verrückt gehalten von denjenigen , die die Musik nicht hören konnten . '"
430,2018-01-19,RudyardKipling,Alla som ens funderar på att dela Sverige måste vara hjärndöda . Här ska jävlar i mig inte delas någonting ! Här ska deporteras !!
